,record_no,source,doc_type,question,response,score,cp_score,ragas_score
16,17,drop,single,Who scored the first touchdown of the game?,"The first touchdown of the game was scored by Arizona's wide receiver Anquan Boldin, who caught a 49-yard touchdown pass.",True,1.0,1.0
17,18,drop,single,How many less Republican voters are there than Democratic voters?,"In San Benito County, there are 4,482 less Republican voters than Democratic voters.",True,1.0,1.0
18,19,drop,single,How many field goals between 40 and 50 yards did Dave Rayner have?,Dave Rayner had one field goal between 40 and 50 yards.,True,0.8,0.5
19,20,drop,single,How many more millions of exports to China did Nepal have in 2015/2016 than they did in 2014/2015?,Nepal's exports to China increased by $2 million from 2014/2015 to 2015/2016.,True,1.0,0.5
20,21,drop,single,How many more people are there than housing units?,There are 11761 people more than housing units.,True,0.0,0.0
21,22,drop,single,How many interceptions did Andre Dyson have?,Andre Dyson had two interceptions in the quarter.,True,1.0,0.5
22,23,drop,single,"How many more people, in terms of percentage, were from two or more races compared to being solely Asian or solely African American?","The percentage of people from two or more races was 2.52%, while the percentage of people who were solely Asian was 0.11% and the percentage of people who were solely African American was 0.95%. Therefore, the percentage of people from two or more races was 2.41% more than the percentage of people who were solely Asian and 1.57% more than the percentage of people who were solely African American.",False,1.0,1.0
23,24,drop,single,Who was the home team?,The home team was the Atlanta Falcons.,True,1.0,1.0
24,25,drop,single,How many total points were scored in the game?,The Colts won the game 27-13.,False,0.4,1.0
25,26,drop,single,How many touchdown passes over 24 yards did David Garrand throw?,"I'm sorry, I couldn't find any information about David Garrand. However, I did find a reference to David Garrard, who completed a 36-yard TD pass to WR Reggie Williams.",False,1.0,0.5
26,27,drop,single,How many degrees Celsius is Pakse's average January temperature compared to Vientiane?,"Pakse's average January temperature is 23.9 °C, while Vientiane's is 20.3 °C. Therefore, Pakse's average January temperature is 3.6 °C higher than Vientiane's.",True,1.0,1.0
27,28,drop,single,"How many total people were killed, captured and were listed as casualties?","In the Battle of Carrizal, Chihuahua, 12 US troops were killed, 23 were taken prisoner, and 45 Federales were casualties.",False,0.6000000000000001,1.0
28,29,drop,single,How many teams in total played at Bosse Field?,"At least 11 teams have played at Bosse Field, including the Otters, the Evansville Triplets, the Evansville Braves, the Evas/Pocketeers/Hubs, and the Evansville River Rats.",True,1.0,1.0
29,30,drop,single,How many yards was Neil Rackers's longest field goal?,Neil Rackers' longest field goal was 44 yards.,True,1.0,0.0
30,31,drop,single,How many touchdowns did McNabb run for?,"In a Monday Night match-up with the Green Bay Packers, McNabb ran for two touchdowns.",True,1.0,1.0
31,32,drop,single,How many percent higher was the poverty rate in Guatemala in 2006 then the extreme poverty rate?,"The poverty rate in Guatemala in 2006 was 54.8%, and the extreme poverty rate was 26.1%. Therefore, the poverty rate was 110.3% higher than the extreme poverty rate.",False,0.0,0.6666666667000001
32,33,drop,single,"After playing the Boston Celtics two years in a row, which team did the Pacers play the following year in the 1993 NBA PLayoffs?",The Pacers played the New York Knicks in the 1993 NBA Playoffs.,True,1.0,1.0
33,34,drop,single,How many percent of people were not Pacific Islander?,"According to the 2000 United States Census, 99.9% of people were not Pacific Islander.",True,1.0,1.0
34,35,drop,single,"Which happened later, the introduction of the Treaty of Amiens or the first Kandyan War?","The first Kandyan War happened later. The Treaty of Amiens was introduced in 1802, while the first Kandyan War took place in 1803.",True,1.0,0.6666666667000001
35,36,drop,single,How many percent were not male?,35.7% of the city's residents were not male.,True,1.0,1.0
36,37,drop,single,How many percent were not Irish?,"According to the Canada 2011 Census, 84.5% of the population in Saskatchewan were not Irish.",True,1.0,1.0
37,38,drop,single,"How many years before William Y. Giles presented the league champion Astros with the Warren C. Giles Trophy did Williams father, Warren Giles, award an MLB franchise to the city of Houston?","William Y. Giles presented the league champion Astros with the Warren C. Giles Trophy in 2005. His father, Warren Giles, awarded an MLB franchise to the city of Houston in 1960. Therefore, there were 45 years between the two events.",True,1.0,1.0
38,39,drop,single,How many total yards did Mike Nugent kick for field goals?,Mike Nugent kicked for a total of 61 yards in field goals.,True,1.0,1.0
39,40,drop,single,How many in percent of households had someone living alone who wasn't 65 years of age or older?,"23.2% of all households were made up of individuals, and 3.8% had someone living alone who was 65 years of age or older. Therefore, 19.4% of households had someone living alone who wasn't 65 years of age or older.",False,1.0,0.6666666667000001
40,41,drop,single,How many field goals did Rob Bironas kick in total?,Rob Bironas kicked 3 field goals in total.,False,0.0,0.0
41,42,drop,single,How many in percent weren't under the age of 18?,The percentage of people who are not under the age of 18 is **74.6%**.,True,1.0,1.0
42,43,drop,single,How many total touchdowns did the teams score in the game?,The teams scored a total of 4 touchdowns in the game.,False,0.0,0.0
43,44,drop,single,How many yards longer was Jay Cutler's longest touchdown pass than Brett Favre's longest touchdown pass?,"Jay Cutler's longest touchdown pass was 39 yards, while Brett Favre's longest touchdown pass was 6 yards. Therefore, Jay Cutler's longest touchdown pass was 33 yards longer than Brett Favre's.",True,1.0,1.0
44,45,drop,single,Who scored first,"Shaun Suisham scored first, getting a 26-yard field goal.",False,1.0,1.0
45,46,drop,single,"Which happened first, gunmen raided a Malaysian fish farm or two gunmen kidnapped a Chinese fish farm manager?","The raid on the Malaysian fish farm happened first, on 6 May 2014. The kidnapping of the Chinese fish farm manager happened on 16 June 2014.",True,1.0,0.6666666667000001
46,47,drop,single,"Which country produces a larger portion of the world exports in palm oil, Indonesia or Malaysia?","Indonesia produces a larger portion of the world's exports in palm oil, accounting for 52.2% of world exports, compared to Malaysia's 37.9%.",True,1.0,1.0
47,48,drop,single,How many more people speak Vietnamese compared to Korean and Arabic combined?,"I'm sorry, I couldn't find any information about how many more people speak Vietnamese compared to Korean and Arabic combined. However, I did find that Vietnamese is spoken by 11,330 people, Korean by 3,948 people, and Arabic by 3,265 people.",False,0.0,1.0
48,49,drop,single,How many yards was the longest touchdown of the game?,The longest touchdown of the game was 46 yards.,True,1.0,1.0
49,50,drop,single,How many percent of residents do not speak Laotian language?,"Among Richmond residents, 1.12% speak Laotian language, which means that 98.88% do not.",True,1.0,1.0
50,51,drop,single,Who threw the longest touchdown pass of the game?,"Philip Rivers threw the longest touchdown pass of the game, a 55-yard TD pass to WR Seyi Ajirotutu.",True,1.0,1.0
51,52,drop,single,which household was second most common?,"As of 2000, the second most common household was married couples living together, which made up 44.0% of all households. The most common household was households with children under the age of 18 living with them, which made up 32.8% of all households.",False,0.0,0.5
52,53,drop,single,What drug was a big problem in the 90s,"Crack was a big problem in the 90s, with the ""crack epidemic"" ending in the mid-1990s.",True,1.0,1.0
53,54,drop,single,How many teams tied the 1984 49ers record for most regular season wins?,"The 1984 49ers record for most regular season wins was tied by the 1985 Chicago Bears, the 1998 Minnesota Vikings, the 2004 Pittsburgh Steelers and the 2011 Green Bay Packers.",True,1.0,1.0
54,55,drop,single,How many more males age 18 or over were there than females out of every 100 females age 18 or over?,There are 173.2 males age 18 or over for every 100 females age 18 or over.,True,0.8,0.33333333330000003
55,56,drop,single,How many yards was the longest field goal?,"I'm sorry, I couldn't find any information about the longest field goal.",False,0.0,0.5
56,57,drop,single,How many countries have large Hungarian communities?,"There are large Hungarian communities in Slovakia, Vojvodina, Ukraine, Austria, Croatia, Slovenia, and the United States.",True,1.0,0.4285714286
57,58,drop,single,How many races made up more more than 1% of the population but less than 4%?,"The 2000 census shows that 2.82% of the population was Race (United States Census) or Race (United States Census), 2.86% was Asian American, 1.69% was Race (United States Census), and 1.87% was from two or more races.",True,1.0,1.0
58,59,drop,single,How many countries resettled on Circassian lands?,"The depopulated Circassian lands were resettled by numerous ethnic groups, including Russians, Ukrainians and Georgians.",False,0.0,1.0
59,60,drop,single,How many percent of people were not Chinese in 2000?,"I'm sorry, I couldn't find any information about the percentage of people who were not Chinese in 2000.",False,0.0,0.0
60,61,drop,single,Which player scored the longest rushing TD?,"I'm afraid I couldn't find any information on the longest rushing TD. However, I did find that in the first quarter of a Week 14 interconference duel with the Detroit Lions, the Cowboys trailed early as Lions RB T.J. Duckett got a 32-yard TD run.",False,1.0,0.6666666667000001
61,62,drop,single,How many percent are not Marriage couples living together?,46.7% of households are not marriage couples living together.,False,1.0,1.0
62,63,drop,single,How many in percent weren't under the age of 18?,75.40% of the population is not under the age of 18.,True,1.0,1.0
63,64,drop,single,How many field goals did Janikowski kick?,Sebastian Janikowski kicked two field goals in the game between the Bears and the Oakland Raiders.,True,1.0,1.0
64,65,drop,single,How many points were scored in the last meeting between these two teams?,The last meeting between the Seahawks and the San Francisco 49ers ended with a score of 42-13.,False,0.8,1.0
65,66,drop,single,How many more people who were born in Cyprus had both parents born in Turkey than both parents born in Cyprus?,"According to the 2006 census carried out by Northern Cyprus, there were 147,405 citizens born in Cyprus, of which 120,031 had both parents born in Cyprus and 16,824 had both parents born in Turkey. This means that there were 101,207 more people who were born in Cyprus and had both parents born in Cyprus than both parents born in Turkey.",False,0.2,0.75
66,67,drop,single,"In the county according to the 2000 census, which group is smaller: people or households?","There were 40,543 people and 15,416 households in the county according to the 2000 census. Therefore, there were more people than households.",True,1.0,1.0
67,68,drop,single,How many pledges did the Soviets make?,"The Soviets pledged to take steps to rebuild the army, to protect the Armenians and not to persecute non-communists.",False,1.0,1.0
68,69,drop,single,Which player scored first?,"In the first quarter, Broncos safety Vernon Fox scored first by returning a fumble 23 yards for a touchdown.",True,1.0,1.0
69,70,drop,single,"Which were there more of, Cuban troops or Soviet advisors?",There were more Cuban troops than Soviet advisors.,True,1.0,1.0
70,71,drop,single,How many days did the attacks by Republican submarines off the port of Oran last?,"The attacks by Republican submarines against the Deutschland off the port of Oran lasted for 3 days, between 15 and 18 June 1937.",True,0.8,0.6666666667000001
71,72,drop,single,How many percent were not Ukrainian?,"According to the Canada 2011 Census, the percentage of people who are not Ukrainian is 86.5%.",True,1.0,1.0
72,73,drop,single,Is Texas predicted to see less cases of hypertension in 2030 or less cases of heart disease in 2030?,"Texas is predicted to see less cases of heart disease in 2030 than hypertension. In 2010, Texas saw 1,261,654 cases of heart disease and is predicted to see 5,688,482 cases in 2030. In 2010, Texas saw 4,300,252 cases of hypertension and is predicted to see 5,689,509 cases in 2030.",True,1.0,1.0
73,74,drop,single,What year did Danish forces march on Småland in retaliation for their depredations in Halland and Skåne?,The Danish forces marched on Småland in 1277 in retaliation for their depredations in Halland and Skåne.,True,1.0,1.0
74,75,drop,single,How many people was the maximum estimate of people who died in the riot?,The maximum estimate of people who died in the riot was 2000.,True,1.0,1.0
75,76,drop,single,How many times did Saints score in the first half?,The Saints scored 9 points in the first half.,False,1.0,1.0
76,77,drop,single,Were there more Non-Hispanic or Hispanic Whites in the 2010 census?,"The 2010 census reported that 52.31% of the population were Non-Hispanic Whites, while 7.07% were White-Hispanic.",True,1.0,1.0
77,78,drop,single,How many percent were not from 25 to 44?,84.7% of the population were not from 25 to 44.,True,1.0,1.0
78,79,drop,single,Which group from the census in the county is larger: German American or English American?,"The German American group is larger than the English American group in the county, with 17.2% and 9.9% of the population respectively.",True,1.0,1.0
79,80,drop,single,How many years after the Swedes tried to lay siege to Pskov did the Treaty of Stolbovo strip Russia of its access to the Baltic Sea and the Swedes were awarded the province of Ingria?,"The Swedes laid siege to Pskov in 1615 and the Treaty of Stolbovo was signed in 1617, so the answer is two years.",True,1.0,1.0
80,81,drop,single,Which nationality was the second largest?,"The second largest nationality was Albanian, with 480,824 citizens (4.44%).",True,1.0,1.0
81,82,drop,single,How many field goals were scored in the first half?,Each team scored a field goal in the first half.,True,1.0,1.0
82,83,drop,single,"How many receiving touchdowns did Yancey Thigpen, Andre Hastings, and Ernie Mills have combined?","The combined number of receiving touchdowns for Yancey Thigpen, Andre Hastings, and Ernie Mills is 14.",True,1.0,1.0
83,84,drop,single,"How many more people, in terms of percentage, belonged to the third largest racial group compared to the Asian group?","The third largest racial group is African American, which makes up 0.95% of the population. The Asian group makes up 0.11% of the population. Therefore, the third largest racial group has 0.84% more people than the Asian group.",False,0.4,0.5
84,85,drop,single,How many weapons in total were lost by the Ottomans in the 1912 battle?,"The Ottoman forces lost 70 artillery pieces, 30 machine guns and 70,000 rifles in the 1912 battle.",True,1.0,1.0
85,86,drop,single,How many in percent weren't 65 years of age or older?,90.4% of the population were not 65 years of age or older.,True,0.6000000000000001,1.0
86,87,drop,single,How many more rebels were killed compared to the lost troops of the British government?,"Official records state that the British government lost 43 troops, while 2337 rebels were killed. This means that 2294 more rebels were killed compared to the lost troops of the British government.

Unofficial estimates put the number of killed rebels at 10,000, which would mean that 9957 more rebels were killed compared to the lost troops of the British government.",True,1.0,1.0
87,88,drop,single,How many yards did Reed win with?,Jeff Reed won with a 31-yard field goal.,True,0.8,0.0
88,89,drop,single,Was life expectancy longer in 2015 or 1989?,"Life expectancy was longer in 2015 than in 1989. In 2015, life expectancy was 71.96 years for men and 79.62 years for women, and it has been growing continuously since the end of Communism in Hungary (1989).",True,1.0,1.0
89,90,drop,single,"Which region accounted for more of SuperData's wealth, Asia or Europe?","According to SuperData, Asia accounted for more of the global games market's wealth than Europe. In May 2015, the global games market was worth USD 74.2 billion, with Asia accounting for $23.1 billion and Europe for $22.1 billion.",True,1.0,1.0
90,91,drop,single,How many points were scored in the first half?,The Raiders were leading 13-6 at halftime.,False,1.0,1.0
91,92,drop,single,Which group from the census is larger: White or African American?,The White group is larger than the African American group.,True,1.0,0.5
92,93,drop,single,"Which year did the average cost  per flight hour cost the most, 2007 or 2013?","The average cost per flight hour was $20,000 in 2007 and $83,0000 in 2013. Therefore, the average cost per flight hour was the most in 2013.",True,0.8,0.33333333330000003
93,94,drop,single,How many percent of the foreign population was not aged 15-64?,The proportion of the foreign population not aged 15-64 is **73.60%**.,True,1.0,1.0
94,95,drop,single,Which group for households is smaller: married couples living together or non-families?,"As of 2000, 44.0% of households were married couples living together, while 39.9% were non-families. Therefore, non-families are the smaller group.",False,1.0,0.6666666667000001
95,96,drop,single,How many Europeans troops and Asian auxiliaries were the combines?,"The Dutch East India Company fleet from Batavia sailed at the end of 1620 with 1,655 European troops and 286 Asian auxiliaries.",False,1.0,1.0
96,97,drop,single,How many of Phil Dawson's field goals were in the first half?,"I'm sorry, I couldn't find any information about how many of Phil Dawson's field goals were in the first half.",False,0.0,0.0
97,98,drop,single,How many points did the Bengals score in the second half?,"The Bengals were shut out in the second half, scoring 0 points.",True,1.0,1.0
98,99,drop,single,How many points difference was there between the winning and losing team?,The winning team outscored the losing team by 7 points.,True,1.0,1.0
99,100,drop,single,"Which army was bigger, the Ducth or the French?",The French army was bigger than the Dutch army.,True,0.2,1.0
100,101,drop,single,How many fewer robberies were reported to the New York City Police Department in 2010 than in 2000?,There were 600 fewer robberies reported to the New York City Police Department in 2010 than in 2000.,True,1.0,0.5
101,102,drop,single,how many yards did Potter make?,John Potter made 43 yards and 21 yards in the game against the Detroit Lions.,False,1.0,1.0
102,103,drop,single,How many more people than households resided in the county according to the 2000 census?,"There were 9,434 more people than households residing in the county according to the 2000 census.",True,1.0,1.0
103,104,drop,single,By how many points did the Raiders win over the Bears in 2011?,The Raiders won by 5 points.,True,1.0,0.0
104,105,drop,single,"Which suffered more deaths in the Deutschland incident, Germany or Spanish?","The Deutschland incident was an attack by two bombers from the Spanish Republican Air Force on 29 May 1937 off Ibiza. Total casualties from the Republican attack were 31 dead and 110 wounded, 71 seriously, mostly burn victims. In retaliation, the Admiral Scheer Bombardment of Almería on 31 May killed 19-20 civilians, wounded 50 and destroyed 35 buildings.",False,0.2,1.0
105,106,drop,single,How many percent of people were not 70 to 79?,92.4% of the population is not between 70 and 79 years old.,True,1.0,1.0
106,107,drop,single,How many in percent of households weren't a Marriage living together?,63.6% of households were not a marriage living together.,True,1.0,1.0
107,108,drop,single,"In what area did Antony vary the most from the national average: rate of employment, unemployment rate, or percentage of working people?","Antony's unemployment rate in 1999 was 7.9%, which was much lower than the national average of 12.9%. The percentage of working people was 46.7% against 45.2% nationally. The rate of employment between 20 and 59 years old is 79% compared to the national average of 82.2%.

Therefore, the area in which Antony varied the most from the national average was the unemployment rate.",True,1.0,0.875
108,109,drop,single,How many percent of households did not have children under the age of 18 living with them?,75.65% of households did not have children under the age of 18 living with them.,True,1.0,0.6666666667000001
109,110,drop,single,"Which was the army to have more of, infantry or cavalry?","In 1543, Henry and Charles pledged to invade France with an army of no less than 35,000 infantry and 7,000 cavalry. This means that the army had more infantry than cavalry.",True,1.0,1.0
110,111,drop,single,"After New York missed on the two-point conversion, how many points ahead were the Giants?",The Giants were 12 points ahead after New York missed on the two-point conversion.,True,1.0,1.0
111,112,drop,single,How many yards was the shortest field goal?,"I'm sorry, I couldn't find any information about the shortest field goal.",False,0.0,0.5
112,113,drop,single,How many days after Foch's proposal was it approved by the Entente?,"Ferdinand Foch proposed the second demarcation line, known as the Foch Line, on July 18. It was approved by the Entente on July 26, which means it took 8 days for the proposal to be approved.",True,1.0,1.0
113,114,drop,single,How many fewer households were there compared to housing units?,"There were 2,214 fewer households than housing units.",False,0.0,0.0
114,115,drop,single,"How many people, in terms of percentage of the population, were 55 years and older?","In Saratoga County, 13.7% of the population were 65 years and older in 2010.",False,0.0,1.0
115,116,drop,single,Which ancestral group is smaller: Irish or Italian?,"According to the 2000 census, 12.2% of the population were of Irish ancestry, while 6.1% were of Italian ancestry. Therefore, the Italian ancestral group is smaller.",True,1.0,1.0
116,117,drop,single,How many people  less were there in the peninsula after the war?,"The first census conducted by the Venetians after the war showed that there were 86,468 people in the peninsula compared to a pre-war population of around 200,000.",True,0.6000000000000001,1.0
117,118,drop,single,How many in percent weren't 25 to 44?,The percentage of New Haven residents who were not 25 to 44 is **68.8%**.,True,0.8,1.0
118,119,drop,single,"Which of the Muktadil brothers was fleed, Badong or Kadafi?",Badong Muktadil was the brother who was fleeing.,True,1.0,1.0
119,120,drop,single,How many total killed did Fegeleins final report state?,"Fegelein's final report, dated 18 September 1941, states that they killed 14,178 Jews, 1,001 partisans, and 699 Red Army soldiers, with 830 prisoners taken.",True,1.0,1.0
120,121,drop,single,How many points did Atlanta win by?,"The Atlanta Falcons won by 16 points, with a final score of 40-24.",True,1.0,1.0
121,122,drop,single,How many yards longer was Ashton Jeffery's touchdown reception then Torrey Smith's touchdown reception?,"I'm sorry, I couldn't find any information about Ashton Jeffery's touchdown reception. However, I did find that Alshon Jeffery's touchdown reception was 6 yards longer than Torrey Smith's touchdown reception.",True,1.0,0.5
122,123,drop,single,"How many years apart did school enrollment declined by 121,000 students?","School enrollment declined by 121,000 students between 2000 and 2009.",True,1.0,1.0
123,124,drop,single,"As of 2000, how many in percent of households were married couples not living together?","I'm sorry, I couldn't find any information about the percentage of households that were married couples not living together as of 2000. However, I did find that 44.0% of households were married couples living together.",False,1.0,0.6666666667000001
124,125,drop,single,How many field goals were there over 35 yards?,There were three field goals over 35 yards.,False,0.8,1.0
125,126,drop,single,"How many catches/receptions did Antonio Freeman, Robert Brooks, and William Henderson have combined?","Antonio Freeman, Robert Brooks, and William Henderson had a combined total of 182 catches.",True,1.0,1.0
126,127,drop,single,How many percent of people were not other races?,"I'm sorry, I'm not sure what you mean. Could you please clarify your question?",False,0.0,0.0
127,128,drop,single,Which running back had the longest touchdown run?,"I'm sorry, I couldn't find any information about which running back had the longest touchdown run.",False,0.0,0.0
128,129,drop,single,Which age group is smaller: 25 to 44 or 45 to 64?,The age group 45 to 64 is smaller than the age group 25 to 44.,True,1.0,1.0
129,130,drop,single,How many percent of people were not Bumiputras  in 2000?,"In the 2000 census, 43% of the population of Kuala Lumpur were Chinese, while 38% were Bumiputras. This means that 62% of the population were not Bumiputras.",True,1.0,1.0
130,131,drop,single,Who controlled just a small area outside the capital?,"At Pagan, the new king Kyawswa controlled just a small area outside the capital.",False,1.0,1.0
131,132,drop,single,"Who received a higher raise in allowance, families with 3 children or families with 2 children?","Families with 2 children received a higher raise in allowance. In 1981, family allowances were increased by 44% for families with 3 children and by 81% for families with 2 children.",True,1.0,1.0
132,133,drop,single,How many years after the railroad was extended through Madison did the Manufacturing Investment Company build a sulfite mill?,"The Manufacturing Investment Company built a sulfite mill in 1890, which was 15 years after the railroad was extended through Madison.",True,1.0,1.0
133,134,drop,single,How many more games did the Cats win in the 2007 regulars season compared to loses?,The Cats won 13 more games than they lost in the 2007 regular season.,True,1.0,1.0
134,135,drop,single,How many points did New England trail by to start the 4th?,The Patriots trailed 24-16 at the end of the third quarter.,False,1.0,1.0
135,136,drop,single,Whose Apology was rejected by Charles V?,"The Apology of the Lutheran Augsburg Confession of 1530, written by Philipp Melanchthon, was rejected by Charles V.",False,1.0,1.0
136,137,drop,single,How many men were part of the second battle under Charles cavalry total?,"The second battle under Charles' cavalry consisted of 400 Italians and 1,000 men of Languedoc and central France.",True,1.0,1.0
137,138,drop,single,What happened to the city in 1757?,"The city was occupied by French forces for six years between 1757 and 1763, as part of the conditions of the Second Treaty of Versailles between France and Austria.",True,1.0,1.0
138,139,drop,single,What year was Marr rehired?,Walter Lorenzo Marr was rehired in 1904.,True,1.0,1.0
139,140,drop,single,which household was least common?,"The least common household type is one where a female householder has no husband present, which accounts for 9.1% of all households.",True,0.6000000000000001,0.5
140,141,drop,single,How many field goals were there in the second half?,There were two field goals in the second half.,False,0.4,0.0
141,142,drop,single,"Which were there more of in the Chennai population, Christian or Sikh population?","As per the 2011 religious census, Chennai's population was 7.7% Christian and 0.1% Sikh. Therefore, there were more Christians than Sikhs in the Chennai population.",True,1.0,1.0
142,143,drop,single,"Which team scored more touchdowns in the first quarter, Texans or Chargers?",Both the Texans and the Chargers scored one touchdown each in the first quarter.,False,1.0,1.0
143,144,drop,single,who is the panthers quarterback?,The Panthers' quarterback is Matt Moore.,True,1.0,1.0
144,145,drop,single,How many percent were not from 25 to 44?,83.9% of the residents were not from 25 to 44.,True,1.0,1.0
145,146,drop,single,"How many years separate the Great Turkish War, and the Fifteen Years War?","The Great Turkish War took place from 1683 to 1699, and the Fifteen Years War took place from 1593 to 1606. Therefore, the two wars are separated by 84 years.",False,0.4,0.6666666667000001
146,147,drop,single,"How many more people, in terms of percentage, were White compared to Asian and African American combined?","I'm sorry, I couldn't find any information about the percentage of people who were White compared to Asian and African American combined.

However, I did find some information about the racial makeup of a village in the United States. As of the census of 2000, the village had a population of 952 people, 392 households, and 241 families. The racial makeup of the village was 96.11% White, 0.95% African American, 0.11% Asian, 0.21% from other races, and 2.52% from two or more races. 1.05% of the population were Hispanic or Latino of any race.",False,0.0,0.9090909091
147,148,drop,single,How many years after the Battle of Nieuwpoort ocurred did the area obtain city rights from County Philip of Flanders?,"The Battle of Nieuwpoort occurred in 1600, and the area obtained city rights from Count Philip of Flanders in 1163. Therefore, the area obtained city rights 437 years after the Battle of Nieuwpoort.",True,0.0,0.6666666667000001
148,149,drop,single,How many more females per 100 were there than males 18 or over?,"For every 100 females age 18 and over, there were 94.5 males, meaning there were 5.5 more females per 100 than males.",True,1.0,1.0
149,150,drop,single,How many more jobs were in agriculture than in forestry or lumber production?,There were 947 more jobs in agriculture than in forestry or lumber production.,True,1.0,0.5
150,151,drop,single,How many years past since Khitans first invaded Korea to when they built a bridge over the Yalu River?,"The Khitans invaded Korea in 993 and built a bridge over the Yalu River in 1018, so 25 years passed between these two events.",False,1.0,1.0
151,152,drop,single,How many more mandatory delegates did the Socialist Revolutionaries propse than the Bolshevik Central Committee did?,The Socialist Revolutionaries proposed 32 more mandatory delegates than the Bolshevik Central Committee.,True,1.0,1.0
152,153,drop,single,How many more games did the Mavericks win compared to lose during the regular season?,The Mavericks finished the regular season with 49 wins and 33 losses. This means that they won 16 more games than they lost.,True,1.0,1.0
153,154,drop,single,how many yards did simms run?,"I'm sorry, I couldn't find any information about how many yards Simms ran.",False,1.0,1.0
154,155,drop,single,how many yards did mcmichael gain?,Randy McMichael gained 11 yards in the first quarter and 12 yards in the second quarter.,True,1.0,0.5
155,156,drop,single,How many more points did the Patriots score in the Super Bowl XXXIX than the Eagles?,"The Patriots outscored the Eagles by 3 points in Super Bowl XXXIX, winning 24-21.",True,1.0,1.0
156,157,drop,single,How many lords were beheaded on Tower Hill?,"Three lords were beheaded on Tower Hill: Kilmarnock, Balmerino and Lovat.",True,1.0,1.0
157,158,drop,single,How many in percent weren't 25 to 44?,The percentage of people who weren't 25 to 44 is **68.2%**.,False,0.6000000000000001,1.0
158,159,drop,single,Which age group is smaller: under the age of 18 or 18 to 24?,The age group 18 to 24 is smaller than the under 18 age group.,True,1.0,1.0
159,160,drop,single,"How many people are in Chişinău, Bălţi, and Soroca combined?","According to the 2014 census, the number of people living in Chişinău, Bălţi, and Soroca combined is **790,057**.",False,0.0,0.0
160,161,drop,single,How many yards was the shortest touchdown run?,The shortest touchdown run was 1 yard.,True,1.0,1.0
161,162,drop,single,"Which was bigger, the average family size or average household size?","The average family size is bigger than the average household size. The average family size is 2.97, while the average household size is 2.39.",True,1.0,1.0
162,163,drop,single,How many did the live birth rate increase between 2000 and 2011?,The live birth rate in Carbon County increased by 20 babies between 2000 and 2011.,True,1.0,1.0
163,164,drop,single,what month did the War of the League of Cambrai take place,The War of the League of Cambrai took place in February 1512.,True,0.0,0.0
164,165,drop,single,How many yards was the longest touchdown pass?,The longest touchdown pass was 69 yards.,True,1.0,1.0
