,record_no,source,doc_type,question,response,score,cp_score,ragas_score
43,44,hotpot,multi,What channels was the cartoon that Nicholas Boshier developed with Anthony MacFarlane and Jarod Green broadcast on?,"The animated series Beached Az, developed by Nicholas Boshier, Anthony MacFarlane, and Jarod Green, was broadcast on ABC1 and ABC2.",True,1.0,1.0
44,45,hotpot,multi,"Prior to playing for Michigan State, Keith Nichol played football for a school located in what city?","Keith Nichol played for the Oklahoma Sooners before playing for Michigan State University. The Oklahoma Sooners are the athletic teams that represent the University of Oklahoma, located in Norman.",True,1.0,1.0
45,46,hotpot,multi,"What job did Jörgen Smit work, where he was working in the world center for the anthroposophical movement?","Jörgen Smit was a Norwegian teacher, teachers teacher, speaker and writer, mainly in the context of the Anthroposophical Society and the Waldorfschool Movement. He was the general secretary of the Norwegian Anthroposophical Society, co-founder of the Rudolf Steiner Seminar in Järna, Sweden and member of the Executive Council of the General Anthroposophical Society at the Goetheanum in Dornach, Switzerland.

The Goetheanum is the world center for the anthroposophical movement.",True,1.0,1.0
46,47,hotpot,multi,"Who were the guns stolen from the HMS ship ""Marlin"" originally produced for?","The guns stolen from the HMS ship ""Marlin"" were originally produced for the British Army.",True,1.0,1.0
47,48,hotpot,multi,Both Neijiang and Weifang and considered what type of city?,"Both Neijiang and Weifang are considered prefecture-level cities in China. Neijiang is located in the southeast of Sichuan province, while Weifang is in central Shandong province.",True,1.0,1.0
48,49,hotpot,multi,Bill Bryson grew up in a city that is the seat of which county ?,"Bill Bryson grew up in Des Moines, Iowa, which is the seat of Polk County.",True,1.0,1.0
49,50,hotpot,multi,What Swedish songwriter worked with Taylor Swift?,"Karl Johan Schuster, also known as Shellback, is a Swedish songwriter, record producer, and musician who has worked with Taylor Swift.",True,1.0,1.0
50,51,hotpot,multi,How many more singles titles did Kim Warwick win than Jorge Lozano?,"Kim Warwick won three singles titles, while Jorge Lozano won none. Therefore, Warwick won three more singles titles than Lozano.",True,1.0,1.0
51,52,hotpot,multi,"Kiskiack is a building that still stands at what York County, Virginia naval base?","Kiskiack, also known as Lee House, is an early 17th-century brick building that still stands at the Naval Weapons Station Yorktown in York County, Virginia. The building was originally built as a private residence and is the oldest building owned by the U.S. Navy. It is listed on the National Register of Historic Places.

The name Kiskiack comes from the historic Kiskiack, an Algonquian-speaking tribe of the Powhatan Confederacy, who occupied the area at the time of English colonisation.",True,1.0,0.8888888889000001
52,53,hotpot,multi,What year was the 2nd wife of the leader of the hussites born?,"The second wife of the leader of the Hussites, Joanna of Rožmitál, was born around 1430.",True,1.0,1.0
53,54,hotpot,multi,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from the 1959 Soviet feature Nebo Zovyot.,True,1.0,1.0
54,55,hotpot,multi,"Which serial killer was known to start killing first, Wayne Boden or Ted Bundy?","Wayne Boden was known to start killing first. He was active between 1969 and 1971, while Ted Bundy was active during the 1970s and possibly earlier.",True,1.0,0.75
55,56,hotpot,multi,"Which band was formed first, Wavves or Social Code?","Social Code was formed in 1999, while Wavves was formed in 2008. Therefore, Social Code was formed first.",True,1.0,1.0
56,57,hotpot,multi,"Which of the starting pitchers for Team USA in the Baseball at the 2000 Summer Olympics was not born August 29, 1977?",Ben Sheets was a starting pitcher for Team USA in the Baseball at the 2000 Summer Olympics.,True,0.6000000000000001,1.0
57,58,hotpot,multi,What where both Hawker Hurricane and No. 1455 Flight apart of?,"The Hawker Hurricane and No. 1455 Flight were both part of the Royal Air Force (RAF). The Hawker Hurricane was a British single-seat fighter aircraft of the 1930s-1940s that was designed and predominantly built by Hawker Aircraft Ltd for the RAF. No. 1455 (Fighter) Flight was formed at RAF Tangmere, West Sussex on 7 July 1941, equipped with Turbinlite Douglas Boston and Douglas Havoc aircraft. On operations, they co-operated with the Hawker Hurricanes of 1 Squadron and 3 Squadron.",True,1.0,1.0
58,59,hotpot,multi,What county was Matt Herr raised in?,"Matthew Gregory Herr was raised in Alpine, New Jersey, which is a borough in Bergen County, New Jersey.",True,1.0,1.0
59,60,hotpot,multi,Stray Arrows: A Collection of Favorites is the first compilation album released by an American alternative metal band that formed in what Chicago suburb?,"Stray Arrows: A Collection of Favorites is the first compilation album released by the American alternative metal band Chevelle, which formed in the Chicago suburb of Wildwood, Illinois.
Cited Documents: 2,9",True,1.0,1.0
60,61,hotpot,multi,"In what year did the man who shot the Chris Stockley, of The Dingoes, die?","The man who shot Chris Stockley, of The Dingoes, was Melbourne drug-dealer Dennis Allen. He died in 1987 of heart disease while in prison custody awaiting trial for murder.",True,1.0,1.0
61,62,hotpot,multi,What land elevation does Khunyang Chhish and Ismoil Somoni Peak have in common?,"I could not find any information on the land elevation that Khunyang Chhish and Ismoil Somoni Peak have in common. However, I found that the height of Khunyang Chhish is 7,823m and the height of Ismoil Somoni Peak is 7,495m.",False,0.0,1.0
62,63,hotpot,multi,"Who collaborated with Rihanna on the album release ""Numb""?","Rihanna's song ""Numb"" features guest vocals by American rapper Eminem.",True,1.0,1.0
63,64,hotpot,multi,The Schumann–Runge bands are named for at least one German what?,The Schumann–Runge bands are named for two Germans: Victor Schumann and Carl Runge.,True,1.0,1.0
64,65,hotpot,multi,What is the estimated population of the city in which the suburb of Beaumont is located ?,"I found several places named Beaumont:

## Beaumont, Adelaide, Australia
Beaumont is a suburb of Adelaide in the City of Burnside, which has an estimated population of 44,300 people.

## Beaumont, Dublin, Ireland
Beaumont is a suburb of Dublin city, Ireland, bordered by Donnycarney, Santry and Artane. I was unable to find the population of the city of Dublin.",True,0.2,0.875
65,66,hotpot,multi,"Which ""Roseanne"" star is in Scream 2?","The following actors from Roseanne have appeared in Scream 2:
- Rebecca Gayheart
- Timothy David Olyphant
- Laura Elizabeth ""Laurie"" Metcalf",True,0.0,
66,67,hotpot,multi,Muslim Mahammad oglu Magomayev is the grandfther of what Soviet Azerbaijani singer who was dubbed the King of Songs?,"Muslim Mahammad oglu Magomayev is the grandfather of Muslim Magomayev, the Soviet Azerbaijani singer who was dubbed the King of Songs.",True,1.0,1.0
67,68,hotpot,multi,"Who has won the most Olympic medals for figure skating, Debi Thomas or Katarina Witt?","Katarina Witt has won the most Olympic medals for figure skating. She won two Olympic gold medals for East Germany, first at the 1984 Sarajevo Olympics and the second in 1988 at the Calgary Olympics. Debi Thomas won a bronze medal at the 1988 Calgary Olympics.",True,1.0,0.8
68,69,hotpot,multi,What English rock band with Guy Garvey did Joe Duddell work with?,"Joe Duddell worked with the English rock band Elbow, which includes Guy Garvey.",True,1.0,1.0
69,70,hotpot,multi,Do both Lee Tamahori and Robert Redford work as a director?,"Yes, both Lee Tamahori and Robert Redford work as directors.

Lee Tamahori is a New Zealand filmmaker best known for directing the 1994 film ""Once Were Warriors"" and the 2002 James Bond film ""Die Another Day"". He has also directed the films ""Mahana"", ""Next"", ""xXx: State of the Union"", ""The Devil's Double"", and ""Along Came a Spider"".

Robert Redford is an American actor, director, producer, businessman, environmentalist, and philanthropist. He is the founder of the Sundance Film Festival.",True,1.0,1.0
70,71,hotpot,multi,In which event did Tyson Gay and Rodney Martin both represent the United States at the 2008 Beijing Olympics?,Tyson Gay and Rodney Martin both represented the United States at the 2008 Beijing Olympics in the 4 x 100 metre relay.,False,0.0,0.5
71,72,hotpot,multi,When did the UVF Mid-Ulster Brigade conducted the attack The Miami Showband killings?,"The Miami Showband killings, also known as the Miami Showband Massacre, took place on 31 July 1975. The attack was conducted by the Ulster Volunteer Force (UVF), a loyalist paramilitary group, on the A1 road at Buskhill in County Down, Northern Ireland. Five people were killed, including three members of The Miami Showband, who were then one of Ireland's most popular cabaret bands.",True,1.0,1.0
72,73,hotpot,multi,"What was a series of battles during the Revolutionary War, for control of New York City and the state of New Jersey, fought on October 28, 1776 near White Plains, New York?","The Battle of White Plains was a battle in the New York and New Jersey campaign of the American Revolutionary War fought on October 28, 1776, near White Plains, New York.",False,1.0,1.0
73,74,hotpot,multi,"Which author is an economist, Czesław Miłosz or Bhabananda Deka?","Bhabananda Deka was the first Assamese economist and research scholar to initiate formal extensive research on the economy of Assam for five centuries right from the time of Srimanta Sankardev. His research-based book ""Asomor Arthaneeti"" (Economy of Assam) is acknowledged as the first-ever research-based Assamese book on Assam Economics.

Czesław Miłosz was a Polish poet, prose writer, translator and diplomat. His World War II-era sequence ""The World"" is a collection of twenty ""naïve"" poems. Following the war, he served as Polish cultural attaché in Paris and Washington, D.C., then in 1951 defected to the West. His nonfiction book ""The Captive Mind"" (1953) became a classic of anti-Stalinism.",False,1.0,1.0
74,75,hotpot,multi,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,"The football club that plays in the area between the old tool gates: Brook Bar and Trafford bar is Manchester United Football Club. The club is based in Old Trafford, Greater Manchester, England, and competes in the Premier League, the top flight of English football.",True,0.6000000000000001,0.75
75,76,hotpot,multi,Are Northwestern University and Middlebury College both private schools?,"Yes, both Northwestern University and Middlebury College are private schools.",True,1.0,1.0
76,77,hotpot,multi,In which election did Norm Coleman won to become the last republican elected as of 2017?,"Norm Coleman was elected to the Senate in 2002 and served one term, losing his 2008 reelection bid by 312 votes (out of over 3 million cast). He was the last Republican to win a Senate election in Minnesota as of 2017.",True,1.0,1.0
77,78,hotpot,multi,"Professional cyclist Sara Symington competed in which Olympic Games held in Sydeney, Australia?","Sara Symington represented Great Britain at the 2000 Summer Olympic Games, also known as the Games of the XXVII Olympiad, which were held in Sydney, Australia.",True,1.0,1.0
78,79,hotpot,multi,"Which film is older, Monsters, Inc. or Earth?","The film ""Monsters, Inc."" is older than the film ""Earth"". ""Monsters, Inc."" was released in 2001, while ""Earth"" was released in 2007.",True,1.0,1.0
79,80,hotpot,multi,What career titles do Ed Wood and Fernand Rivers share?,"Ed Wood and Fernand Rivers were both actors, producers, and directors.",True,0.8,1.0
80,81,hotpot,multi,What is the name of the so-called reform opera for Vienna that came before the one first performed in Vienna in the presence of Empress Maria Theresa?,The name of the so-called reform opera for Vienna that came before the one first performed in Vienna in the presence of Empress Maria Theresa is Alceste.,True,0.6000000000000001,1.0
81,82,hotpot,multi,The primary jockey of Binocular was Champion Jockey how many consecutive times?,"Binocular's primary jockey was Tony McCoy, who was Champion Jockey a record 20 consecutive times.",True,1.0,1.0
82,83,hotpot,multi,What book did the president and CEO of Tracinda Corporation buy?,"I could not find any information about the president and CEO of Tracinda Corporation buying a book. However, I did find that Kirk Kerkorian, the president and CEO of Tracinda Corporation, bought the Metro-Goldwyn-Mayer movie studio in 1969.",False,0.0,1.0
83,84,hotpot,multi,In what state is the manufacturer of Bisquick headquartered?,"Bisquick is a pre-mixed baking mix sold by General Mills under its Betty Crocker brand. General Mills is headquartered in Golden Valley, Minnesota, a suburb of Minneapolis.",True,1.0,1.0
84,85,hotpot,multi,"Is Baiyin or Xinghua, Jiangsu a county-level city?","Xinghua is a county-level city under the administration of Taizhou, Jiangsu province, China.
Baiyin is a prefecture-level city in northeastern Gansu province, People's Republic of China.",True,1.0,0.5714285714
85,86,hotpot,multi,Are Affenpinscher and Villanuco de Las Encartaciones both breeds of dog?,"Yes, both Affenpinscher and Villanuco de Las Encartaciones are breeds of dog. Affenpinscher is a terrier-like toy breed of dog, also known as the Monkey Terrier. Villanuco de Las Encartaciones is a Spanish breed of dog typical of the region of Las Encartaciones (Biscay), Cantabria and northern Burgos (Spain).",True,1.0,1.0
86,87,hotpot,multi,"Which dog breed, the Schapendoes or the Bull Terrier, has its origins in a greater number of other dog breeds?","The Schapendoes, or Dutch Sheepdog, is a breed of dog originating in the Netherlands. The Schapendoes was originally a herding dog and general farm dog, but today also participates in dog sports such as agility and flyball.
The Bull Terrier (Miniature) is a breed with origins in the extinct English White Terrier, the Dalmatian and the Bulldog. The first existence is documented 1872 in ""The Dogs of British Island"".

Therefore, the Bull Terrier has its origins in a greater number of other dog breeds.",True,0.6000000000000001,0.9166666667000001
87,88,hotpot,multi,What is the last name of the singer behind Southern Child?,"The singer behind Southern Child is Little Richard, whose real name is Richard Wayne Penniman.",True,1.0,1.0
88,89,hotpot,multi,Who was born first Mahbub ul Haq or Ibn Arabi?,"Ibn Arabi was born first, in 1165. Mahbub ul Haq was born in 1934.",True,1.0,1.0
89,90,hotpot,multi,Agnes Body was the founding head of a state secondary school located on what road?,"Agnes Body was the founding head of Lincoln Christ's Hospital Girls' High School, which is located on Wragby Road in Lincoln, Lincolnshire, England.",True,0.4,0.5
90,91,hotpot,multi,Who created the series broadcast on the WB that Leigh-Allyn Baker had a recurring role on?,"Leigh-Allyn Baker had a recurring role on the series Charmed, which was created by Constance M. Burge and produced by Aaron Spelling and his production company Spelling Television, with Brad Kern serving as showrunner.",True,1.0,1.0
91,92,hotpot,multi,"Which has more species, Aichryson or Polypodium?","Polypodium has more species than Aichryson. Polypodium is a genus of 75-100 species of true ferns, while Aichryson is a genus of about 15 species of succulent, subtropical plants.",True,1.0,1.0
92,93,hotpot,multi,Which party dominated the last three elections of the state in which Arataca is a municipality?,Arataca is a municipality in the state of Bahia in the North-East region of Brazil. The last three elections in Bahia have been dominated by the Workers' Party.,True,1.0,1.0
93,94,hotpot,multi,"Which English actor, comedian and singer is featured in Chalk and Cheese?","Michael Crawford, an English actor, comedian and singer, was featured in the short-lived sitcom television show Chalk and Cheese.",False,1.0,1.0
94,95,hotpot,multi,St. John of the Cross Episcopal Church has a rectory that was in a style that was a product of what earlier style?,"The St. John of the Cross Episcopal Church has a rectory that was built in 1830 and is a 1 1/2-story, rectangular, Greek Revival style frame dwelling.",False,1.0,1.0
95,96,hotpot,multi,Who was one of the stars who played the two oldest children in a TV series which had a 2010 movie based on it?,"Michael Seater and Ashley Leggat are the two stars who played the oldest children in the TV series ""Life with Derek"", which had a 2010 movie based on it called ""Vacation with Derek"".",True,1.0,1.0
96,97,hotpot,multi,2002–03 Inter Milan season was marked by the arrival of what retired Argentine footballer?,The 2002–03 Inter Milan season was marked by the arrival of retired Argentine footballer Hernán Jorge Crespo.,True,1.0,1.0
97,98,hotpot,multi,What are both Camel Up and Outrage!?,"Camel Up is a board game for two to eight players. It was designed by Steffen Bogen and illustrated by Dennis Lohausen, and published in 2014 by Pegasus Spiele. Players place bets on a camel race in the desert; the player who wins the most money is the winner of the game. ""Camel Up"" won the Spiel des Jahres in 2014.

Outrage! is a board game created in 1992 by Imperial Games. Players move about the board, which depicts the Tower of London, and attempt to steal the British Crown Jewels.",True,1.0,0.9090909091
98,99,hotpot,multi,"In which European language is ""Olympischerer"" an adjective?","I'm sorry, I couldn't find the answer to your question.",False,1.0,0.0
99,100,hotpot,multi,Mutton Lane Cemetery is located in a town 13 mi north of where?,"Mutton Lane Cemetery, officially known as St Mary's Cemetery, is located in Potters Bar, Hertfordshire, England. Potters Bar is a town 13 miles north of London.",False,1.0,1.0
100,101,hotpot,multi,"Which was founded first, Dain Rauscher Wessels or Berenberg Bank?","Dain Rauscher Wessels was founded in the 1920s and 1930s, while Berenberg Bank was founded in 1590. Therefore, Berenberg Bank was founded first.",False,1.0,1.0
101,102,hotpot,multi,What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?,"The R-8 Human Rhythm Composer is an electronic drum machine introduced in 1989 by Roland Corporation, using PCM voices. The R-8 features velocity- and pressure-sensitive trigger pads, and the ability to create loops of beats. The device has eight individual outputs, 32-voice polyphony, and four-part multitimbral MIDI.",True,1.0,1.0
