,record_no,source,doc_type,question,response,score,cp_score,ragas_score
68,69,hotpot,multi,What is the estimated population of the city in which the suburb of Beaumont is located ?,"The estimated population of Dublin, Ireland, where the suburb of Beaumont is located, is not provided in the context. However, the context does mention that Dublin is a major city and that Beaumont is one of its suburbs, suggesting that Dublin's population is likely significantly larger than that of Beaumont.",False,0.6000000000000001,0.8
69,70,hotpot,multi,"Which ""Roseanne"" star is in Scream 2?","Laurie Metcalf, who played Jackie Harris on the ABC sitcom ""Roseanne,"" also starred in the 1997 film ""Scream 2.""",True,1.0,
70,71,hotpot,multi,Muslim Mahammad oglu Magomayev is the grandfther of what Soviet Azerbaijani singer who was dubbed the King of Songs?,"Muslim Mahammad oglu Magomayev is the grandfather of Soviet Azerbaijani singer Muslim Magometovich Magomayev, also known as the ""King of Songs.""",True,1.0,1.0
71,72,hotpot,multi,"Who has won the most Olympic medals for figure skating, Debi Thomas or Katarina Witt?","Katarina Witt has won more Olympic medals for figure skating than Debi Thomas. Witt won two Olympic gold medals for East Germany, while Thomas won an Olympic bronze medal representing the United States.",True,1.0,1.0
72,73,hotpot,multi,What English rock band with Guy Garvey did Joe Duddell work with?,"Joe Duddell has worked with the English rock band Elbow, which features Guy Garvey as the lead singer and principal songwriter.",True,1.0,1.0
73,74,hotpot,multi,Do both Lee Tamahori and Robert Redford work as a director?,"Yes, both Lee Tamahori and Robert Redford are directors. Tamahori directed films such as ""Mahana"", ""Next"", and ""Die Another Day"", while Redford directed films and founded the Sundance Film Festival.",True,0.8,1.0
74,75,hotpot,multi,Inglis Barracks bombing was the first IRA attack in England since a bombing thats purpose was to kill what leader?,"The Inglis Barracks bombing was the first IRA attack in England since the 1984 Brighton bombing, whose purpose was to assassinate Prime Minister Margaret Thatcher.",True,1.0,1.0
75,76,hotpot,multi,In which event did Tyson Gay and Rodney Martin both represent the United States at the 2008 Beijing Olympics?,Tyson Gay and Rodney Martin both represented the United States in the 4 x 100-meter relay at the 2008 Beijing Olympics.,True,0.0,0.5
76,77,hotpot,multi,When did the UVF Mid-Ulster Brigade conducted the attack The Miami Showband killings?,"The Miami Showband killings took place on July 31, 1975.",True,1.0,1.0
77,78,hotpot,multi,"What was a series of battles during the Revolutionary War, for control of New York City and the state of New Jersey, fought on October 28, 1776 near White Plains, New York?","The Battle of White Plains was a series of battles during the Revolutionary War, fought for control of New York City and the state of New Jersey. It took place on October 28, 1776, near White Plains, New York, as part of the broader New York and New Jersey campaign.",True,0.6000000000000001,0.5
78,79,hotpot,multi,"Which author is an economist, Czesław Miłosz or Bhabananda Deka?",Bhabananda Deka is an economist and author.,True,1.0,1.0
79,80,hotpot,multi,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,Manchester United Football Club plays in the area between the old toll gates: Brooks's Bar and Trafford Bar.,True,1.0,0.5
80,81,hotpot,multi,Are Northwestern University and Middlebury College both private schools?,"Yes, both Northwestern University and Middlebury College are private institutions. Northwestern is a private research university, while Middlebury is a private liberal arts college.",True,1.0,1.0
81,82,hotpot,multi,In which election did Norm Coleman won to become the last republican elected as of 2017?,Norm Coleman won the 2002 United States Senate election in Minnesota to become the last Republican elected as of 2017.,True,1.0,0.5
82,83,hotpot,multi,"Professional cyclist Sara Symington competed in which Olympic Games held in Sydeney, Australia?","Sara Symington competed in the 2000 Summer Olympic Games, also known as the Games of the XXVII Olympiad, which were held in Sydney, Australia.",True,1.0,1.0
83,84,hotpot,multi,"Which film is older, Monsters, Inc. or Earth?","Monsters, Inc. is the older film, released in 2001, while Earth was released in 2007.",True,1.0,1.0
84,85,hotpot,multi,What career titles do Ed Wood and Fernand Rivers share?,"Ed Wood and Fernand Rivers were both filmmakers, actors, writers, producers, and directors.",True,0.4,1.0
85,86,hotpot,multi,What is the name of the so-called reform opera for Vienna that came before the one first performed in Vienna in the presence of Empress Maria Theresa?,The answer is Alceste.,True,1.0,0.0
86,87,hotpot,multi,The primary jockey of Binocular was Champion Jockey how many consecutive times?,"Sir Anthony Peter McCoy, or Tony McCoy, was Binocular's primary jockey. He was Champion Jockey a record 20 consecutive times.",True,1.0,1.0
87,88,hotpot,multi,What book did the president and CEO of Tracinda Corporation buy?,"The president and CEO of Tracinda Corporation, Kirk Kerkorian, bought Metro-Goldwyn-Mayer (MGM) in 1969. The history of this acquisition and subsequent events are documented in the 1990 book ""Fade Out: The Calamitous Final Days of MGM"" by Peter Bart, who was an executive at MGM in the early 1980s.",True,0.8,1.0
88,89,hotpot,multi,In what state is the manufacturer of Bisquick headquartered?,Minnesota,True,1.0,
89,90,hotpot,multi,"Is Baiyin or Xinghua, Jiangsu a county-level city?","Xinghua is a county-level city under the administration of Taizhou, Jiangsu Province, China. 

Baiyin, on the other hand, is a prefecture-level city in northeastern Gansu Province, People's Republic of China.",True,1.0,0.5714285714
90,91,hotpot,multi,Are Affenpinscher and Villanuco de Las Encartaciones both breeds of dog?,"Yes, both Affenpinscher and Villanuco de Las Encartaciones are breeds of dog.",True,1.0,1.0
91,92,hotpot,multi,"Which dog breed, the Schapendoes or the Bull Terrier, has its origins in a greater number of other dog breeds?","The Bull Terrier has its origins in a greater number of other dog breeds compared to the Schapendoes. The Bull Terrier's origins include the extinct English White Terrier, the Dalmatian, and the Bulldog, while the Schapendoes, or Dutch Sheepdog, originated as a herding and farm dog in the Netherlands.",True,1.0,0.8333333333
92,93,hotpot,multi,What is the last name of the singer behind Southern Child?,"The last name of the singer behind Southern Child is Penniman. The singer's full name is Richard Wayne Penniman, also known as Little Richard.",True,1.0,1.0
93,94,hotpot,multi,Who was born first Mahbub ul Haq or Ibn Arabi?,"Ibn Arabi was born first, on July 26, 1165. Mahbub ul Haq was born later, on February 24, 1934.",True,1.0,1.0
94,95,hotpot,multi,Agnes Body was the founding head of a state secondary school located on what road?,"Agnes Body was the founding headmistress of Lincoln Christ's Hospital Girls' High School, which is located on Wragby Road in Lincoln, Lincolnshire, England.",True,0.4,0.5
95,96,hotpot,multi,Who created the series broadcast on the WB that Leigh-Allyn Baker had a recurring role on?,"Leigh-Allyn Baker had a recurring role on the series ""Charmed,"" which was created by Constance M. Burge.",True,1.0,1.0
96,97,hotpot,multi,"Which has more species, Aichryson or Polypodium?","Polypodium has more species than Aichryson. Polypodium includes 75-100 species of true ferns, whereas Aichryson consists of about 15 species of succulent, subtropical plants.",True,1.0,1.0
97,98,hotpot,multi,Which party dominated the last three elections of the state in which Arataca is a municipality?,"The Workers' Party dominated the last three elections in Bahia, the state in which Arataca is a municipality.",True,1.0,1.0
98,99,hotpot,multi,"Which English actor, comedian and singer is featured in Chalk and Cheese?","Michael Crawford, an English actor, comedian, and singer, was featured in the sitcom ""Chalk and Cheese.""",True,1.0,
99,100,hotpot,multi,St. John of the Cross Episcopal Church has a rectory that was in a style that was a product of what earlier style?,"The answer is St. John of the Cross Episcopal Church's rectory was built in the Greek Revival style, which was a product of the earlier Neoclassical architectural movement.",False,1.0,1.0
100,101,hotpot,multi,Who was one of the stars who played the two oldest children in a TV series which had a 2010 movie based on it?,"Michael Seater and Ashley Leggat starred as the two oldest children in the TV series ""Life with Derek"", which had a 2010 movie spin-off called ""Vacation with Derek"".",True,1.0,1.0
101,102,hotpot,multi,2002–03 Inter Milan season was marked by the arrival of what retired Argentine footballer?,The 2002–03 Inter Milan season was marked by the arrival of retired Argentine footballer Hernán Crespo.,True,1.0,1.0
102,103,hotpot,multi,What are both Camel Up and Outrage!?,"Camel Up is a board game for 2-8 players designed by Steffen Bogen and published in 2014 by Pegasus Spiele. Outrage! is also a board game, created in 1992 by Imperial Games, where players attempt to steal the British Crown Jewels.",True,1.0,1.0
103,104,hotpot,multi,"In which European language is ""Olympischerer"" an adjective?",German,True,1.0,
104,105,hotpot,multi,Mutton Lane Cemetery is located in a town 13 mi north of where?,London.,True,1.0,1.0
105,106,hotpot,multi,"Which was founded first, Dain Rauscher Wessels or Berenberg Bank?","Berenberg Bank was founded first, in 1590, by the Berenberg family. Dain Rauscher Wessels, on the other hand, traced its origins to smaller regional securities firms founded in the 1920s and 1930s.",False,1.0,1.0
106,107,hotpot,multi,What kind of company is this group whose headquarters are in AIA Central?,"The AIA Central, formerly known as the AIG Tower, is a skyscraper that serves as the headquarters of the AIA Group, which is the largest independent public listed pan-Asian life insurance group.",True,1.0,1.0
107,108,hotpot,multi,What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?,"The R-8 Human Rhythm Composer, introduced in 1989 by the Roland Corporation, features 32-voice polyphony, allowing 32 notes to be played at the same time.",True,1.0,0.6666666667000001
108,109,hotpot,multi,Which as more species Cassiope or Deutzia?,"Deutzia has more species than Cassiope. Deutzia includes about 60 species of flowering plants, while Cassiope consists of 9-12 small shrubby species.",True,1.0,1.0
109,110,hotpot,multi,What club does the footballer who surpassed David Beckham for the appearance record play for?,"The footballer who surpassed David Beckham for the appearance record for an outfield player for the England national team is Wayne Rooney, who plays for Premier League club Everton.",True,1.0,1.0
110,111,hotpot,multi,"Are The Maine and Black both from Tempe, Arizona?","No, only The Maine is from Tempe, Arizona. Black is a band from Dhaka, Bangladesh.",True,1.0,1.0
111,112,hotpot,multi,Was Lee Grant or Colin Campbell born first?,"Colin Campbell was born before Lee Grant. However, there are multiple people named Colin Campbell and Lee Grant in the context provided. To clarify, here is a list of the people mentioned and their birthdates: 

- Colin Campbell, 1st Earl of Argyll (unknown birth date, died May 10, 1493)
- Gregory James Campbell (born December 17, 1983) - son of Colin Campbell, an NHL Director of Hockey Operations
- Sir Colin Campbell of Lundie, 1st Baronet (died around 1650) - son of Colin Campbell of Lundie and grandson of Colin Campbell, 6th Earl of Argyll
- Henry Colin Campbell (died April 18, 1930) - also known as The Torch Murderer
- Lee Grant (born Leonora Elizabeth Grant on August 3, 1931) - English-born New Zealand actress and singer known professionally as Lee Grant or Miss Lee Grant
- Lee Grant (born Lyova Haskell Rosenthal in October 1925) - American actress and film director

Please specify if you are comparing a particular Lee Grant or Colin Campbell, and I can provide a more precise answer.",False,0.8,0.8333333333
112,113,hotpot,multi,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,The ambassador of the Rabat-Salé-Kénitra administrative region to China is based in Beijing.,True,0.6000000000000001,0.0
113,114,hotpot,multi,Which of the university at which Jack M. Guttentag  is a professor emeritus of finance was established in 1881 through a donation?,The Wharton School of the University of Pennsylvania.,True,1.0,1.0
114,115,hotpot,multi,What date did the movement Hans Knirsch was an activist for officially gain traction?,"The movement that Hans Knirsch was an activist for, Austrian National Socialism, took concrete form on November 15, 1903, with the establishment of the German Worker's Party (DAP) in Austria.",True,1.0,1.0
115,116,hotpot,multi,Which American sketch comedy television series starring John C. Reilly was produced by Abso Lutely Productions?,"The American sketch comedy television series ""Check It Out! with Dr. Steve Brule"" starring John C. Reilly was produced by Abso Lutely Productions.",True,1.0,1.0
116,117,hotpot,multi,Jayaprakash Narayan was posthumously awarded what highest Indian civilian award?,"Jayaprakash Narayan was posthumously awarded the Bharat Ratna, India's highest civilian award.",True,1.0,1.0
117,118,hotpot,multi,Which system of mountains in eastern North America is Hamburg Mountains a range region of,The Hamburg Mountains are a range within the Appalachian Mountains system in eastern North America.,True,1.0,1.0
118,119,hotpot,multi,What regular performer at the R-26 club in Paris was known for her banana-themed costume?,Josephine Baker was a regular performer at the R-26 club in Paris and was known for her iconic banana-themed costume.,True,0.0,0.5
119,120,hotpot,multi,What technique does Cam Clarke and Akira have in common?,Voice acting.,False,1.0,1.0
120,121,hotpot,multi,The Governor of Santiago del Estero is a citizen of the province that is neighbored by which province on the north?,The Governor of Santiago del Estero is a citizen of the province that is neighbored by Salta on the north.,True,1.0,1.0
121,122,hotpot,multi,"Which plant is indigenous to the western hemisphere, Stephanocereus or Nepenthes?","Stephanocereus is indigenous to the western hemisphere. This genus of cactus is native to Brazil in South America. On the other hand, Nepenthes is a genus of carnivorous plants mostly found in the Old World tropics, including regions such as South China, Indonesia, Malaysia, the Philippines, Madagascar, Seychelles, Australia, New Caledonia, India, Sri Lanka, and Borneo.",True,1.0,1.0
122,123,hotpot,multi,The Pappas house is the largest of the Usonian Automatics built after a house located in what village?,"The Pappas house is the largest of the Usonian Automatics built after the Gerald B. and Beverley Tonkens House, located in Amberley Village, Ohio.",True,1.0,0.6666666667000001
123,124,hotpot,multi,What class of yamaha class sport bike motorcycle did Ryuji Yokoa use when he finished as champion in the MFJ All Japan Road Race GP250 Championship in 2006?,Ryuji Yokoe used a Yamaha YZF-R6 to win the MFJ All Japan Road Race GP250 Championship in 2006.,True,0.0,1.0
124,125,hotpot,multi,"When was the author of ""Albert Speer: His Battle with Truth""  convicted?","Gitta Sereny, the author of ""Albert Speer: His Battle with Truth"", was never convicted of any crime. She was an Austrian-British biographer, historian, and investigative journalist known for her interviews with controversial figures.",False,1.0,0.8333333333
125,126,hotpot,multi,Black Star is the debut fragrance by a singer-songwriter that has sold approximately how many albums worldwide?,"Black Star is the debut fragrance by Avril Lavigne, who has sold approximately 40 million albums worldwide.",True,1.0,1.0
126,127,hotpot,multi,"Though Nursultan Nazarbayev was elected through the democratic system of “rule of the majority”, citizens though what of his election?","Citizens viewed Nursultan Nazarbayev's election as blatantly unfair, indicating that they doubted the democratic validity of his victory.",True,1.0,1.0
