,record_no,source,doc_type,question,response,score,cp_score,ragas_score
22,23,drop,single,"How many more people, in terms of percentage, were from two or more races compared to being solely Asian or solely African American?","According to the census of 2000, 0.11% of the population was solely Asian, 0.95% was solely African American, and 2.52% were from two or more races. 

The percentage of the population that was from two or more races was 164% greater than the percentage that was solely Asian (2.52 / 0.11 x 100 - 100 = 164).

The percentage of the population that was from two or more races was 165% greater than the percentage that was solely African American (2.52 / 0.95 x 100 - 100 = 165).",False,1.0,1.0
23,24,drop,single,Who was the home team?,The Falcons were the home team.,True,1.0,1.0
24,25,drop,single,How many total points were scored in the game?,A total of 40 points were scored in the game.,True,1.0,1.0
25,26,drop,single,How many touchdown passes over 24 yards did David Garrand throw?,David Garrard threw one touchdown pass over 24 yards.,True,1.0,0.5
26,27,drop,single,How many degrees Celsius is Pakse's average January temperature compared to Vientiane?,"The average temperature in Pakse during January is 3.6 °C warmer than in Vientiane, with averages of 23.9 °C and 20.3 °C respectively.",True,1.0,1.0
27,28,drop,single,"How many total people were killed, captured and were listed as casualties?","In total, there were 70 people killed, captured or listed as casualties. This includes 12 US troops killed, 23 taken prisoner, and 35 Mexican Federales listed as casualties.",False,0.0,0.33333333330000003
28,29,drop,single,How many teams in total played at Bosse Field?,"Including the Otters, a total of 11 baseball teams have played at Bosse Field.",True,1.0,1.0
29,30,drop,single,How many yards was Neil Rackers's longest field goal?,Neil Rackers's longest field goal was 44 yards.,True,1.0,0.0
30,31,drop,single,How many touchdowns did McNabb run for?,McNabb ran for two touchdowns.,True,1.0,1.0
31,32,drop,single,How many percent higher was the poverty rate in Guatemala in 2006 then the extreme poverty rate?,"The poverty rate in Guatemala in 2006 was 54.8%, and the extreme poverty rate was 26.1%. This means that the poverty rate was around **33%** higher than the extreme poverty rate.",False,0.2,0.6666666667000001
32,33,drop,single,"After playing the Boston Celtics two years in a row, which team did the Pacers play the following year in the 1993 NBA PLayoffs?",The Pacers played the New York Knicks in the 1993 NBA Playoffs.,True,1.0,1.0
33,34,drop,single,How many percent of people were not Pacific Islander?,99.9% of people were not Pacific Islanders according to the 2000 United States Census.,True,1.0,1.0
34,35,drop,single,"Which happened later, the introduction of the Treaty of Amiens or the first Kandyan War?","The Treaty of Amiens was signed in 1802, formally ceding the Dutch part of Sri Lanka to Britain. In 1803, the British invaded the Kingdom of Kandy in the first Kandyan War. Therefore, the first Kandyan War happened later.",True,1.0,1.0
35,36,drop,single,How many percent were not male?,35.7% of the population were not male.,True,1.0,1.0
36,37,drop,single,How many percent were not Irish?,I am unable to answer this question as I do not know what the total population size is.,False,0.0,0.5
37,38,drop,single,"How many years before William Y. Giles presented the league champion Astros with the Warren C. Giles Trophy did Williams father, Warren Giles, award an MLB franchise to the city of Houston?","William Y. Giles presented the league champion Astros with the Warren C. Giles Trophy in 2005. In 1960, 45 years prior, his father, Warren Giles, awarded an MLB franchise to the city of Houston.",True,1.0,0.6666666667000001
38,39,drop,single,How many total yards did Mike Nugent kick for field goals?,"Mike Nugent kicked field goals from 34 and 27 yards out, totalling 61 yards.",True,1.0,1.0
39,40,drop,single,How many in percent of households had someone living alone who wasn't 65 years of age or older?,"23.2% of households were made up of individuals, and 3.8% had someone living alone who was 65 years of age or older. This means that 19.4% of households had someone living alone who wasn't 65 years of age or older.",True,1.0,0.6666666667000001
40,41,drop,single,How many field goals did Rob Bironas kick in total?,Rob Bironas kicked a total of four field goals.,True,1.0,1.0
41,42,drop,single,How many in percent weren't under the age of 18?,74.6% of New Haven's residents are not under the age of 18.,True,1.0,1.0
42,43,drop,single,How many total touchdowns did the teams score in the game?,The teams scored a total of 5 touchdowns in the game.,True,1.0,1.0
43,44,drop,single,How many yards longer was Jay Cutler's longest touchdown pass than Brett Favre's longest touchdown pass?,"Jay Cutler's longest touchdown pass was 39 yards, whereas Brett Favre's was 6 yards, making Cutler's 33 yards longer.",True,1.0,1.0
44,45,drop,single,Who scored first,The Pittsburgh Steelers scored first with a 26-yard field goal from kicker Shaun Suisham.,True,1.0,1.0
45,46,drop,single,"Which happened first, gunmen raided a Malaysian fish farm or two gunmen kidnapped a Chinese fish farm manager?","The kidnapping of the Chinese fish farm manager by two gunmen happened first, on June 16. This was followed by the kidnapping of another fish farm manager by five gunmen on May 6.",False,0.0,0.5
46,47,drop,single,"Which country produces a larger portion of the world exports in palm oil, Indonesia or Malaysia?","Indonesia produces a larger portion of the world's exports in palm oil, accounting for 52.2% of world exports, while Malaysia accounts for 37.9% of world exports.",True,1.0,1.0
47,48,drop,single,How many more people speak Vietnamese compared to Korean and Arabic combined?,"According to the source, there are 3,948 Korean speakers and 3,265 Arabic speakers. Combined, there are 7,213 people who speak Korean and Arabic. Unfortunately, the source does not state the number of Vietnamese speakers, so I am unable to calculate the difference. However, it does state that 0.4% of the state's population speak Vietnamese, which equates to around 11,330 people.",False,0.2,0.7142857143
48,49,drop,single,How many yards was the longest touchdown of the game?,The longest touchdown of the game was 46 yards.,True,1.0,1.0
49,50,drop,single,How many percent of residents do not speak Laotian language?,"Assuming you are talking about Richmond residents, 98.88% of them do not speak Laotian.",True,1.0,1.0
50,51,drop,single,Who threw the longest touchdown pass of the game?,"Philip Rivers threw the longest touchdown pass of the game, a 55-yard TD pass to WR Seyi Ajirotutu.",True,1.0,1.0
51,52,drop,single,which household was second most common?,"The second most common household type as of 2000 was married couples living together, which made up 44% of households.",False,0.8,0.5
52,53,drop,single,What drug was a big problem in the 90s,"Crack cocaine was a big problem in the 90s, with the ""crack epidemic"" ending in the mid-1990s.",True,1.0,1.0
53,54,drop,single,How many teams tied the 1984 49ers record for most regular season wins?,"Five teams tied the 1984 49ers record for most regular-season wins: the 1985 Chicago Bears, the 1998 Minnesota Vikings, the 2004 Pittsburgh Steelers, the 2011 Green Bay Packers, and the 2007 New England Patriots.",False,1.0,0.8333333333
54,55,drop,single,How many more males age 18 or over were there than females out of every 100 females age 18 or over?,"Out of every 100 females age 18 or over, there are 173.2 males.",True,0.6000000000000001,1.0
55,56,drop,single,How many yards was the longest field goal?,"The longest field goal mentioned here is 51 yards, by kicker Olindo Mare.",True,1.0,1.0
56,57,drop,single,How many countries have large Hungarian communities?,"There are large Hungarian communities in Slovakia, Vojvodina, Ukraine, Austria, Croatia, Slovenia, and Romania. There are also more than 100,000 Hungarian speakers in the United States, and 1.5 million people of Hungarian ancestry in the US.",False,1.0,0.6666666667000001
57,58,drop,single,How many races made up more more than 1% of the population but less than 4%?,Two races made up more than 1% but less than 4% of the population in the 2000 census: Asian Americans (2.86%) and those of mixed race (1.87%).,False,1.0,1.0
58,59,drop,single,How many countries resettled on Circassian lands?,"The depopulated Circassian lands were resettled by three ethnic groups: Russians, Ukrainians, and Georgians.",True,0.0,0.33333333330000003
59,60,drop,single,How many percent of people were not Chinese in 2000?,"In 2000, 57% of people were not Chinese.",True,1.0,1.0
60,61,drop,single,Which player scored the longest rushing TD?,"Sorry, I don't have enough information to answer this question. Can you specify which league or sport you are asking about?",False,0.0,0.0
61,62,drop,single,How many percent are not Marriage couples living together?,46.7% of couples are not married and living together.,False,0.2,0.0
62,63,drop,single,How many in percent weren't under the age of 18?,75.4% of the population is not under the age of 18.,True,1.0,1.0
63,64,drop,single,How many field goals did Janikowski kick?,Sebastian Janikowski kicked two field goals in the game against the Bears.,True,1.0,1.0
64,65,drop,single,How many points were scored in the last meeting between these two teams?,A total of 55 points were scored in the last meeting between the Seahawks and the San Francisco 49ers. The Seahawks won the game 42-13.,True,1.0,1.0
65,66,drop,single,How many more people who were born in Cyprus had both parents born in Turkey than both parents born in Cyprus?,"According to the 2006 census carried out by Northern Cyprus, there were 16,824 people born in Cyprus with both parents born in Turkey, compared to 120,031 people born in Cyprus with both parents also born in Cyprus. This means that there were 103,207 more people born in Cyprus with both parents born in Cyprus than those with parents born in Turkey.",True,0.8,1.0
66,67,drop,single,"In the county according to the 2000 census, which group is smaller: people or households?","According to the 2000 census, there were 40,543 people and 15,416 households in the county. Therefore, the number of households was smaller than the number of people.",True,1.0,1.0
67,68,drop,single,How many pledges did the Soviets make?,"The Soviets made three pledges when Armenia gave way to communist power in 1920. They pledged to:

1. Take steps to rebuild the army
2. Protect the Armenians
3. Not persecute non-communists",False,1.0,1.0
68,69,drop,single,Which player scored first?,Broncos safety Vernon Fox scored first by returning a fumble 23 yards for a touchdown.,True,1.0,1.0
69,70,drop,single,"Which were there more of, Cuban troops or Soviet advisors?","There were more Cuban troops than Soviet advisors. In the Ogaden War, Ethiopia was reinforced by 16,000 Cuban troops and 1,500 Soviet advisors.",True,1.0,1.0
70,71,drop,single,How many days did the attacks by Republican submarines off the port of Oran last?,"The attacks by Republican submarines off the port of Oran lasted for 4 days, from 15-18 June 1937.",False,1.0,1.0
71,72,drop,single,How many percent were not Ukrainian?,"In the 2011 census, 86.5% of the population of Saskatchewan were not Ukrainian.",True,1.0,1.0
72,73,drop,single,Is Texas predicted to see less cases of hypertension in 2030 or less cases of heart disease in 2030?,"Texas is predicted to see fewer cases of heart disease in 2030 than in 2010. In 2010, Texas saw 1,261,654 cases of heart disease and is predicted to see 5,688,482 cases in 2030. However, Texas is predicted to see more cases of hypertension in 2030 than in 2010. In 2010, Texas saw 4,300,252 cases of hypertension and is predicted to see 5,689,509 cases in 2030. Therefore, Texas is predicted to see fewer cases of heart disease in 2030 relative to 2010 and not fewer cases of hypertension.",True,0.2,0.75
73,74,drop,single,What year did Danish forces march on Småland in retaliation for their depredations in Halland and Skåne?,Danish forces marched on Småland in 1277 in retaliation for their depredations in Halland and Skåne.,True,1.0,0.6666666667000001
74,75,drop,single,How many people was the maximum estimate of people who died in the riot?,The maximum estimate of people who died in the riot was 2000.,True,1.0,1.0
75,76,drop,single,How many times did Saints score in the first half?,The Saints scored 9 points in the first half.,False,1.0,1.0
76,77,drop,single,Were there more Non-Hispanic or Hispanic Whites in the 2010 census?,"According to the 2010 census, there were more Non-Hispanic Whites (52.31%) than Hispanic Whites (7.07%).",True,1.0,1.0
77,78,drop,single,How many percent were not from 25 to 44?,84.7% of the population was not in the 25 to 44 age bracket.,True,1.0,1.0
78,79,drop,single,Which group from the census in the county is larger: German American or English American?,"According to the 2000 census, German Americans are the larger group in the county, with 17.2% of the population, compared to 9.9% English Americans.",True,1.0,0.6666666667000001
79,80,drop,single,How many years after the Swedes tried to lay siege to Pskov did the Treaty of Stolbovo strip Russia of its access to the Baltic Sea and the Swedes were awarded the province of Ingria?,"The Swedes laid siege to Pskov in 1615 and the Treaty of Stolbovo was signed in 1617, so it took two years for Russia to be stripped of its access to the Baltic Sea.",True,1.0,0.6666666667000001
80,81,drop,single,Which nationality was the second largest?,"The second-largest nationality in Greece, according to the 2011 census, is Albanian, with 480,824 citizens, making up 4.44% of the population.",True,1.0,1.0
81,82,drop,single,How many field goals were scored in the first half?,There were two field goals scored in the first half. Robbie Gould scored from 26 yards and John Kasay scored from 37 yards.,True,1.0,1.0
82,83,drop,single,"How many receiving touchdowns did Yancey Thigpen, Andre Hastings, and Ernie Mills have combined?","Yancey Thigpen, Andre Hastings, and Ernie Mills had a combined total of 14 receiving touchdowns.",True,1.0,1.0
83,84,drop,single,"How many more people, in terms of percentage, belonged to the third largest racial group compared to the Asian group?","The third largest racial group in the village, according to the 2000 census, was African American, at 0.95%. The Asian group made up 0.11% of the population. Therefore, 0.84% more people belonged to the third largest racial group compared to the Asian group.",True,0.4,0.6000000000000001
84,85,drop,single,How many weapons in total were lost by the Ottomans in the 1912 battle?,"The Ottoman forces lost 70 artillery pieces, 30 machine guns, and 70,000 rifles in the 1912 battle.",True,1.0,1.0
85,86,drop,single,How many in percent weren't 65 years of age or older?,90.4% of the population were not 65 years of age or older.,True,1.0,1.0
86,87,drop,single,How many more rebels were killed compared to the lost troops of the British government?,"Official records show that 2337 rebels were killed, whereas the British government lost 43 troops, meaning that 2294 more rebels were killed.",True,1.0,1.0
87,88,drop,single,How many yards did Reed win with?,Jeff Reed won with a 31-yard field goal.,True,0.8,0.0
88,89,drop,single,Was life expectancy longer in 2015 or 1989?,"Life expectancy was longer in 2015 than it was in 1989. In 2015, life expectancy in Hungary was 71.96 years for men and 79.62 years for women, and it had been continuously growing since 1989.",True,1.0,1.0
89,90,drop,single,"Which region accounted for more of SuperData's wealth, Asia or Europe?","According to SuperData's report from May 2015, Asia accounted for more of the company's wealth than Europe, with the respective figures being $23.1 billion and $22.1 billion.",True,1.0,1.0
90,91,drop,single,How many points were scored in the first half?,19 points were scored in the first half.,True,1.0,1.0
91,92,drop,single,Which group from the census is larger: White or African American?,"According to the 2000 census, the White population was larger than the African American population. The White population was 96.11% whereas the African American population was 0.95%.",True,1.0,1.0
92,93,drop,single,"Which year did the average cost  per flight hour cost the most, 2007 or 2013?","The average cost per flight hour was higher in 2013, at $83,000 per hour, compared to $20,000 per flight hour in 2007.",True,0.4,0.33333333330000003
93,94,drop,single,How many percent of the foreign population was not aged 15-64?,The percentage of the foreign population that was not aged 15-64 in 2013 was 3.2%. This is calculated by subtracting the percentage of foreign assets aged 15-64 years (26.4%) from 100%.,False,0.0,0.33333333330000003
94,95,drop,single,Which group for households is smaller: married couples living together or non-families?,"As of 2000, non-family households were a smaller group compared to married couples living together, with 39.9% and 44.0% of the total number of households respectively.",True,1.0,1.0
95,96,drop,single,How many Europeans troops and Asian auxiliaries were the combines?,"The Dutch East India Company fleet from Batavia that sailed at the end of 1620 was a combination of 1,655 European troops and 286 Asian auxiliaries.",False,1.0,0.6666666667000001
96,97,drop,single,How many of Phil Dawson's field goals were in the first half?,Phil Dawson made two field goals in the first half of the game.,True,1.0,1.0
97,98,drop,single,How many points did the Bengals score in the second half?,The Bengals scored 0 points in the second half of the game.,True,1.0,1.0
98,99,drop,single,How many points difference was there between the winning and losing team?,"There was a 7-point difference between the Chargers and the Vikings, with the Chargers winning 24-17.",True,1.0,1.0
99,100,drop,single,"Which army was bigger, the Ducth or the French?","I was unable to find a direct answer to your question. However, I did find that in 1703, a Dutch army under Slangenburg was surrounded by a French force several times its size at Ekeren.",False,0.4,0.6666666667000001
100,101,drop,single,How many fewer robberies were reported to the New York City Police Department in 2010 than in 2000?,"In 2000, 1700 robberies were reported to the New York City Police Department, while in 2010, only 1100 were reported. This is a difference of 600, so 600 fewer robberies were reported in 2010 than in 2000.",True,1.0,1.0
101,102,drop,single,how many yards did Potter make?,"John Potter made 64 yards in total from two field goals, one of 43 yards and one of 21 yards.",True,1.0,1.0
102,103,drop,single,How many more people than households resided in the county according to the 2000 census?,"According to the 2000 census, 9,434 more people than households resided in the county.",True,1.0,1.0
103,104,drop,single,By how many points did the Raiders win over the Bears in 2011?,"The Raiders beat the Bears by 5 points in 2011, with a final score of 25-20.",True,1.0,1.0
104,105,drop,single,"Which suffered more deaths in the Deutschland incident, Germany or Spanish?","The Deutschland incident of 1937 off Ibiza caused 31 deaths and 110 wounded, mostly burn victims, from a Republican attack by two bombers from the Spanish Republican Air Force. In retaliation, the Admiral Scheer Bombardment of Almeria killed 19-20 civilians and wounded 50. Therefore, the Germans suffered more deaths in the initial Deutschland incident, but the Spanish suffered more deaths overall when the retaliation attack is taken into account.",True,1.0,0.75
105,106,drop,single,How many percent of people were not 70 to 79?,92.4% of people were not 70 to 79 years old.,True,1.0,1.0
106,107,drop,single,How many in percent of households weren't a Marriage living together?,63.6% of households were not a Marriage living together.,True,1.0,1.0
107,108,drop,single,"In what area did Antony vary the most from the national average: rate of employment, unemployment rate, or percentage of working people?","In 1999, Antony varied the most from the national average in terms of unemployment rate. The unemployment rate in Antony was 7.9% compared to the national average of 12.9%.",True,1.0,0.6666666667000001
108,109,drop,single,How many percent of households did not have children under the age of 18 living with them?,75.65% of households did not have children under the age of 18 living with them.,True,1.0,0.6666666667000001
109,110,drop,single,"Which was the army to have more of, infantry or cavalry?","In 1543, Henry and Charles signed a treaty in which they pledged to invade France with an army of 35,000 infantry and 7,000 cavalry. This means that their army had more infantry than cavalry.",True,1.0,1.0
110,111,drop,single,"After New York missed on the two-point conversion, how many points ahead were the Giants?",The Giants were 12 points ahead.,True,1.0,1.0
111,112,drop,single,How many yards was the shortest field goal?,"Sorry, I can't find any information about the shortest field goal. Can you give me some more details about the game?",False,0.0,0.0
112,113,drop,single,How many days after Foch's proposal was it approved by the Entente?,It was approved 8 days after Foch's proposal.,True,1.0,1.0
113,114,drop,single,How many fewer households were there compared to housing units?,"According to the 2000 census data, there were 4,214 fewer households than housing units.",False,0.0,0.0
114,115,drop,single,"How many people, in terms of percentage of the population, were 55 years and older?","In Saratoga County in 2010, 13.7% of the population was 65 years and older. If you include people 55 years and older, the percentage would be 20.7%.",False,0.0,0.5
115,116,drop,single,Which ancestral group is smaller: Irish or Italian?,"According to the 2000 census, 12.2% of people were of Irish ancestry, while 6.1% were of Italian ancestry. Therefore, the Italian ancestral group is smaller.",True,1.0,1.0
116,117,drop,single,How many people  less were there in the peninsula after the war?,"The population of the peninsula decreased by around 113,532 people after the war.",True,1.0,1.0
117,118,drop,single,How many in percent weren't 25 to 44?,68.8% of New Haven's residents aren't 25 to 44 years old.,True,0.6000000000000001,1.0
118,119,drop,single,"Which of the Muktadil brothers was fleed, Badong or Kadafi?",Badong Muktadil was shot while fleeing after his brothers were killed.,True,1.0,1.0
119,120,drop,single,How many total killed did Fegeleins final report state?,"Fegelein's final report, dated 18 September 1941, stated that they had killed 14,178 Jews, 1,001 partisans, and 699 Red Army soldiers, with 830 prisoners taken. The historian Henning Pieper estimates the actual number of Jews killed was closer to 23,700.",True,1.0,1.0
120,121,drop,single,How many points did Atlanta win by?,The Atlanta Falcons beat the Kansas City Chiefs by 16 points. The final score was 40-24.,True,1.0,0.6666666667000001
121,122,drop,single,How many yards longer was Ashton Jeffery's touchdown reception then Torrey Smith's touchdown reception?,Ashton Jeffery's touchdown reception was 6 yards longer than Torrey Smith's.,True,1.0,1.0
122,123,drop,single,"How many years apart did school enrollment declined by 121,000 students?","School enrollment declined by 121,000 students over a period of 9 years, between 2000 and 2009.",True,1.0,1.0
123,124,drop,single,"As of 2000, how many in percent of households were married couples not living together?","As of 2000, 44% of households were married couples living together, which means that 56% were married couples not living together.",False,0.0,0.5
124,125,drop,single,How many field goals were there over 35 yards?,"There were four field goals over 35 yards: 39-yard and 37-yard field goals by Dan Carpenter, and 39-yard and 40-yard field goals by Jeff Reed.",True,0.6000000000000001,0.33333333330000003
125,126,drop,single,"How many catches/receptions did Antonio Freeman, Robert Brooks, and William Henderson have combined?","Antonio Freeman, Robert Brooks, and William Henderson had a combined total of 162 catches/receptions.

Antonio Freeman had 81 receptions, Robert Brooks had 60, and William Henderson had 41.",False,0.6000000000000001,0.75
126,127,drop,single,How many percent of people were not other races?,"I am sorry, but I am unsure of your query. Could you please clarify your question?

If you are referring to the racial makeup of Eugene in the 2000 census, then 11.85% of people were not of the White race.",False,0.0,0.5
127,128,drop,single,Which running back had the longest touchdown run?,"In this game, Ray Rice had the longest touchdown run, a 59-yard rushing TD.",True,1.0,1.0
128,129,drop,single,Which age group is smaller: 25 to 44 or 45 to 64?,The age group that is smaller is 45 to 64.,True,1.0,0.0
129,130,drop,single,How many percent of people were not Bumiputras  in 2000?,"In the 2000 census, 62% of people were not Bumiputras.",True,1.0,1.0
130,131,drop,single,Who controlled just a small area outside the capital?,"At Pagan, the new king Kyawswa controlled just a small area outside the capital.",False,1.0,1.0
131,132,drop,single,"Who received a higher raise in allowance, families with 3 children or families with 2 children?",Families with 2 children received a higher raise in allowance; their family allowances were increased by 81% compared to a 44% increase for families with 3 children.,True,1.0,1.0
132,133,drop,single,How many years after the railroad was extended through Madison did the Manufacturing Investment Company build a sulfite mill?,The Manufacturing Investment Company built a sulfite mill 15 years after the railroad was extended through Madison.,True,1.0,1.0
133,134,drop,single,How many more games did the Cats win in the 2007 regulars season compared to loses?,"In the 2007 regular season, the Cats won 13 more games than they lost. Their record was 53-40.",True,1.0,1.0
134,135,drop,single,How many points did New England trail by to start the 4th?,The Patriots trailed by 8 points to start the 4th quarter.,True,1.0,1.0
135,136,drop,single,Whose Apology was rejected by Charles V?,"The Apology of the Lutheran Augsburg Confession of 1530, written by Philipp Melanchthon, was rejected by Emperor Charles V.",False,1.0,1.0
136,137,drop,single,How many men were part of the second battle under Charles cavalry total?,"The second battle under Charles' cavalry consisted of 400 Italians and 1,000 men of Languedoc and central France, for a total of 1,400 men.",True,1.0,1.0
137,138,drop,single,What happened to the city in 1757?,"In 1757, the city was occupied by French forces for six years as part of the conditions of the Second Treaty of Versailles between France and Austria.",True,1.0,1.0
138,139,drop,single,What year was Marr rehired?,Walter Lorenzo Marr was rehired by Buick Motor Company in 1904.,True,1.0,1.0
139,140,drop,single,which household was least common?,"The least common type of household was one with a female householder and no husband present, at 9.1%.",True,1.0,0.5
140,141,drop,single,How many field goals were there in the second half?,There were two field goals in the second half.,False,0.4,1.0
141,142,drop,single,"Which were there more of in the Chennai population, Christian or Sikh population?","According to the 2011 census, Chennai's population was 7.7% Christian and 0.1% Sikh, meaning there were more Christians than Sikhs in Chennai.",True,1.0,1.0
142,143,drop,single,"Which team scored more touchdowns in the first quarter, Texans or Chargers?","The Texans scored one touchdown in the first quarter, while the Chargers scored one touchdown in the first quarter as well. Therefore, both teams scored the same number of touchdowns in the first quarter.",False,1.0,1.0
143,144,drop,single,who is the panthers quarterback?,Matt Moore is the quarterback for the Panthers.,True,1.0,1.0
144,145,drop,single,How many percent were not from 25 to 44?,83.9% of residents were not between 25 and 44 years old.,True,1.0,1.0
145,146,drop,single,"How many years separate the Great Turkish War, and the Fifteen Years War?","The Fifteen Years' War ended in 1606 and the Great Turkish War began in 1683, so they were separated by 77 years.",True,1.0,1.0
146,147,drop,single,"How many more people, in terms of percentage, were White compared to Asian and African American combined?","According to the 2000 census, 96.11% of the population were White, whereas 0.11% were Asian and 0.95% were African American. This means that there were **95.05%** more people who were White compared to Asian and African American combined.",True,1.0,1.0
147,148,drop,single,How many years after the Battle of Nieuwpoort ocurred did the area obtain city rights from County Philip of Flanders?,"The Battle of Nieuwpoort occurred in 1600 and the area obtained city rights in 1163, meaning it obtained city rights 437 years before the battle occurred.",True,1.0,1.0
148,149,drop,single,How many more females per 100 were there than males 18 or over?,There are 5.5 more females than males per 100 who are 18 or over.,True,1.0,0.0
149,150,drop,single,How many more jobs were in agriculture than in forestry or lumber production?,There were 947 more jobs in agriculture than in forestry or lumber production.,True,1.0,0.5
150,151,drop,single,How many years past since Khitans first invaded Korea to when they built a bridge over the Yalu River?,"The Khitans first invaded Korea in 993 and built a bridge over the Yalu River in 1018, so 25 years passed between the two events.",True,1.0,1.0
151,152,drop,single,How many more mandatory delegates did the Socialist Revolutionaries propse than the Bolshevik Central Committee did?,The Socialist Revolutionaries proposed 32 more mandatory delegates than the Bolshevik Central Committee.,True,1.0,1.0
152,153,drop,single,How many more games did the Mavericks win compared to lose during the regular season?,"The Mavericks finished the regular season with 49 wins and 33 losses, meaning they won 16 more games than they lost.",True,1.0,1.0
153,154,drop,single,how many yards did simms run?,"I'm sorry, I couldn't find any information about how many yards Simms ran. However, I did find that CB Chris McAlister intercepted a pass from Tampa Bay QB Chris Simms and ran 60 yards for a touchdown.",True,0.8,1.0
154,155,drop,single,how many yards did mcmichael gain?,"Assuming you are referring to Randy McMichael, he gained 12 yards from a TD pass from Rivers.",False,0.0,0.5
155,156,drop,single,How many more points did the Patriots score in the Super Bowl XXXIX than the Eagles?,The Patriots scored 3 more points than the Eagles in Super Bowl XXXIX. The final score was 24-21 to the Patriots.,True,1.0,1.0
156,157,drop,single,How many lords were beheaded on Tower Hill?,"Three lords—Kilmarnock, Balmerino, and Lovat—were beheaded on Tower Hill in April 1747.",True,1.0,1.0
157,158,drop,single,How many in percent weren't 25 to 44?,78.2% of the population were not 25 to 44 years old.,False,0.0,0.0
158,159,drop,single,Which age group is smaller: under the age of 18 or 18 to 24?,"The age group that is smaller is the 18 to 24 age group. In the county, 26.20% are under the age of 18, whereas only 9.30% are between the ages of 18 and 24.",True,1.0,1.0
