,record_no,source,doc_type,question,response,score,cp_score,ragas_score
27,28,hotpot,multi,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?","Works by Hanna Leena Kristiina Varis are part of a collection in the Albertina Museum in Vienna, Austria, which houses approximately 65,000 drawings.",True,0.8,1.0
28,29,hotpot,multi,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,"Sunil Grover, who played Gutthi on the Comedy Nights with Kapil Show, starred in the 2016 Punjabi film ""Vaisakhi List"", which was directed by Smeep Kang.",True,1.0,0.6666666667000001
29,30,hotpot,multi,What is part of an alternate title to a Three 6 Mafia song and is slang for a concoction which includes prescription-strength cough syrup also known as purple drank?,"""Sippin' on Some Syrup,"" sometimes known as ""Sippin' on Some Sizzurp,"" is the name of the song by Three 6 Mafia that includes purple drank in its alternate title. Purple drank is a slang term for a mixture that includes prescription-strength cough syrup, which became popular in the hip-hop community in the southern United States during the 1990s.",True,1.0,0.8
30,31,hotpot,multi,Are Agee and To Shoot an Elephant both documentaries about war?,"""Agee"" is a documentary about the writer James Agee, while ""To Shoot an Elephant"" is a documentary about the 2008-2009 Gaza War. Therefore, only ""To Shoot an Elephant"" is a documentary about war.",True,1.0,0.6666666667000001
31,32,hotpot,multi,What is the birthdate of this English actor best known for playing in Harry Potter and starring in The Woman in Black?,"I found two actors who starred in Harry Potter and The Woman in Black:

## Daniel Jacob Radcliffe
Daniel Jacob Radcliffe, who played Harry Potter in the film series of the same name, was born on July 23, 1989.

## Adrian Justin Rawlins
Adrian Justin Rawlins, who played James Potter in the Harry Potter films, was born on March 27, 1958.",True,1.0,1.0
32,33,hotpot,multi,What position does Kyle York hold at the internet performance management company Dyn?,"Kyle York is an executive at Dyn, currently serving as Chief Strategy Officer.",True,1.0,1.0
33,34,hotpot,multi,Which field of studies did Semyon Aranovich Gershgorin and Anatoly Maltsev work in?,Semyon Aranovich Gershgorin was a Soviet mathematician. His contributions include the Gershgorin circle theorem. Anatoly Maltsev was also a mathematician who worked on the decidability of various algebraic groups.,True,1.0,1.0
34,35,hotpot,multi,"WHAT WAS THE NAME OF THE BOOK MADE INTO THE 2015 SOUTH KOREAN CRIME THRILLER, THE DEAL, DIRECTED BY SON YONG-HO AND FEATURING SOUTH KOREAN ACTOR PARK SUNG-WOONG (BORN JANUARY 9, 1973) AS A SERIAL KILLER?","I'm sorry, I can't find the name of the book that the 2015 South Korean film 'The Deal' was based on.",False,1.0,1.0
35,36,hotpot,multi,C.J. Hunter was tested positive for which type of injected steroid before he competed in the 2000 Summer Olympic Games?,C.J. Hunter tested positive for the performance-enhancing injected anabolic–androgenic steroid Nandrolone before he competed in the 2000 Summer Olympic Games.,True,1.0,1.0
36,37,hotpot,multi,Which band has more members Music for Dead Birds or The Wolfhounds?,"Music for Dead Birds is an anti-folk band from Galway and County Mayo, Ireland. It has two members: Jimmy Monaghan (Vocals, Guitar) and Dónal Walsh (Drums).

The Wolfhounds is an indie pop/noise pop band formed in Romford, UK in 1985. It was formed by Dave Callahan, Paul Clark, Andy Golding, Andy Bolton, and Frank Stebbing.

Therefore, The Wolfhounds has more members.",True,1.0,1.0
37,38,hotpot,multi,"For how many years did a player, who woke up on March 28, 1996 without vision in his right eye, play for the Minnesota Twins?","On March 28, 1996, Kirby Puckett, the Minnesota Twins' franchise player, woke up without vision in his right eye. He played for the Minnesota Twins for 12 years from 1984 to 1995.",True,1.0,1.0
38,39,hotpot,multi,What author wrote a three book series of memoirs that are studied in school systems around the world?,"Homer Hickam, Jr. wrote a three-book series of memoirs that are studied in school systems around the world. The three books are titled ""October Sky"", ""The Coalwood Way"", and ""Sky of Stone"".",True,1.0,0.6666666667000001
39,40,hotpot,multi,Which southern Georgia city features the Blazers college athletic teams?,"The Blazers college athletic teams represent the University of Alabama at Birmingham (UAB) and play their home games in Birmingham, Alabama. However, Valdosta State University in Valdosta, Georgia, also has athletic programs called the Blazers.",False,1.0,1.0
40,41,hotpot,multi,"George Reed was, along with which Drake University player, one of the greatest running backs in CFL history?","George Reed is considered one of the greatest running backs in CFL history, along with Mike Pringle and Johnny Bright, who played college football at Drake University.",True,1.0,1.0
41,42,hotpot,multi,What kind of novelists were both Robert Stone and Truman Capote?,"Robert Stone was an American novelist whose works included the novels ""Dog Soldiers"" and ""A Flag for Sunrise"". Truman Capote was also an American novelist, screenwriter, playwright, and actor. Many of Capote's works are considered literary classics, including the novella ""Breakfast at Tiffany's"" and the true crime novel ""In Cold Blood"".",True,0.2,0.8
42,43,hotpot,multi,"Who is the director of Hollywood film ""7th Heaven"" (1927), Jerry Belson or  Frank Borzage?","Frank Borzage is the director of the 1927 Hollywood film ""7th Heaven"". Jerry Belson was a writer, director, and producer of Hollywood films for over forty years.",True,1.0,1.0
43,44,hotpot,multi,What channels was the cartoon that Nicholas Boshier developed with Anthony MacFarlane and Jarod Green broadcast on?,"Nicholas Boshier, along with Anthony MacFarlane and Jarod Green, developed the cartoon ""Beached Az"" which was broadcast on ABC1 and ABC2, part of the Australian Broadcasting Corporation.",True,1.0,1.0
44,45,hotpot,multi,"Prior to playing for Michigan State, Keith Nichol played football for a school located in what city?","Prior to playing for Michigan State, Keith Nichol played football for the University of Oklahoma, located in Norman.",True,1.0,1.0
45,46,hotpot,multi,"What job did Jörgen Smit work, where he was working in the world center for the anthroposophical movement?","Jorgen Smit was a Norwegian teacher, teacher's teacher, speaker and writer, mainly in the context of the Anthroposophical Society and the Waldorfschool Movement. He was the general secretary of the Norwegian Anthroposophical Society and a member of the Executive Council of the General Anthroposophical Society at the Goetheanum in Dornach, Switzerland, which is the world center for the anthroposophical movement.",True,1.0,1.0
46,47,hotpot,multi,"Who were the guns stolen from the HMS ship ""Marlin"" originally produced for?","The guns stolen from the HMS ship ""Marlin"" were originally produced for the British Army.",True,1.0,1.0
47,48,hotpot,multi,Both Neijiang and Weifang and considered what type of city?,"Neijiang and Weifang are both considered prefecture-level cities in China. Neijiang is located in the southeast of Sichuan province, whereas Weifang is located in central Shandong province.",True,1.0,1.0
48,49,hotpot,multi,Bill Bryson grew up in a city that is the seat of which county ?,"Bill Bryson grew up in Des Moines, Iowa, which is the seat of Polk County.",True,1.0,1.0
49,50,hotpot,multi,What Swedish songwriter worked with Taylor Swift?,"Karl Johan Schuster, also known as Shellback, is a Swedish songwriter, record producer, and musician who has worked with Taylor Swift.",True,1.0,1.0
50,51,hotpot,multi,How many more singles titles did Kim Warwick win than Jorge Lozano?,"Kim Warwick won 3 singles titles, whereas Jorge Lozano won no singles titles. Therefore, Kim Warwick won 3 more singles titles than Jorge Lozano.",True,1.0,1.0
51,52,hotpot,multi,"Kiskiack is a building that still stands at what York County, Virginia naval base?","Kiskiack, also known as Lee House, is a building that still stands at the Naval Weapons Station Yorktown in York County, Virginia.",True,1.0,1.0
52,53,hotpot,multi,What year was the 2nd wife of the leader of the hussites born?,"Joanna of Rožmitál, the second wife of George of Poděbrady, the leader of the Hussites, was born around 1430.",True,1.0,1.0
53,54,hotpot,multi,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?,The 1959 Soviet feature that both the movies 'Queen of Blood' and 'Battle Beyond the Sun' used scenes from is 'Nebo Zovyot'. 'Nebo Zovyot' is a science fiction film directed by Mikhail Karyukov and Aleksandr Kozyr.,True,1.0,1.0
54,55,hotpot,multi,"Which serial killer was known to start killing first, Wayne Boden or Ted Bundy?","Wayne Clifford Boden was a Canadian serial killer and rapist who was active between 1969 and 1971. Ted Bundy was an American serial killer, kidnapper, rapist, burglar, and necrophile who assaulted and murdered young women and girls during the 1970s, and possibly earlier. Bundy confessed to 30 homicides committed between 1974 and 1978 shortly before his execution. Therefore, Wayne Boden started killing first.",True,1.0,1.0
55,56,hotpot,multi,"Which band was formed first, Wavves or Social Code?","Social Code was formed first, in 1999, in St. Albert, Canada. Wavves, on the other hand, was formed in 2008 and is based in San Diego, California.",True,1.0,0.8
56,57,hotpot,multi,"Which of the starting pitchers for Team USA in the Baseball at the 2000 Summer Olympics was not born August 29, 1977?","Roy Oswalt was one of the starting pitchers for Team USA in the Baseball game at the 2000 Summer Olympics. He was born on August 29, 1977. The other starting pitcher was Ben Sheets. Since Ben Sheets did not share the same birth date as Roy Oswalt, he is the pitcher that was not born on August 29, 1977.",True,0.8,0.6000000000000001
57,58,hotpot,multi,What where both Hawker Hurricane and No. 1455 Flight apart of?,"The Hawker Hurricane is a British single-seat fighter aircraft of the 1930s-1940s that was designed and predominantly built by Hawker Aircraft Ltd for the Royal Air Force (RAF). It served in all the major theatres of the Second World War and became renowned during the Battle of Britain.

No. 1455 Flight was formed at RAF Tangmere, West Sussex, on July 7, 1941, equipped with Turbinlite Douglas Boston and Douglas Havoc aircraft. On operations, they cooperated with the Hawker Hurricanes of 1 Squadron and 3 Squadron.

Therefore, both the Hawker Hurricane and No. 1455 Flight were part of the Royal Air Force (RAF).",True,1.0,1.0
58,59,hotpot,multi,What county was Matt Herr raised in?,"Matt Herr, whose full name is Matthew Gregory Herr, was raised in Bergen County, New Jersey. He was born in Hackensack, New Jersey, and grew up in Alpine, New Jersey.",True,1.0,1.0
59,60,hotpot,multi,Stray Arrows: A Collection of Favorites is the first compilation album released by an American alternative metal band that formed in what Chicago suburb?,"Chevelle, an American alternative metal band, released their first compilation album, Stray Arrows: A Collection of Favorites, on December 4, 2012. The band was formed in 1995 in the Chicago suburb of Wildwood, Illinois.",True,1.0,1.0
60,61,hotpot,multi,"In what year did the man who shot the Chris Stockley, of The Dingoes, die?","Chris Stockley, of The Dingoes, was shot by Dennis Bruce Allen, who died in 1987.",True,1.0,1.0
61,62,hotpot,multi,What land elevation does Khunyang Chhish and Ismoil Somoni Peak have in common?,"Khunyang Chhish is a mountain in the Karakoram mountains of Pakistan. Its height is 7,823 meters (25,669 feet) and is ranked 21st in the world and 8th in Pakistan. 
Ismoil Somoni Peak is the highest mountain in Tajikistan. It rises to 7,495 meters (24,590 feet). 
Therefore, the two mountains have an elevation of over 7,000 meters in common.",True,1.0,0.8
62,63,hotpot,multi,"Who collaborated with Rihanna on the album release ""Numb""?","Barbadian singer Rihanna collaborated with American rapper Eminem on the song ""Numb"" from her seventh studio album ""Unapologetic"" (2012).",True,1.0,1.0
63,64,hotpot,multi,The Schumann–Runge bands are named for at least one German what?,"The Schumann–Runge bands are named for Victor Schumann and Carl Runge, who were both German mathematicians.",True,0.0,0.75
64,65,hotpot,multi,What is the estimated population of the city in which the suburb of Beaumont is located ?,"I found more than one place named Beaumont: 

## Beaumont, Dublin, Ireland
Beaumont is a suburb north of Dublin city, Ireland. Dublin had an estimated population of 527,612 in 2016, making it the most populous city in Ireland. 

## Beaumont, Adelaide, Australia 
Beaumont is a suburb in the City of Burnside, a local government area in the South Australian city of Adelaide. The City of Burnside has an estimated population of 44,300 people. 

Can you confirm which Beaumont you're interested in?",False,0.8,0.5714285714
65,66,hotpot,multi,"Which ""Roseanne"" star is in Scream 2?","Laurie Metcalf, who played Jackie Harris in the ABC sitcom ""Roseanne"", starred in the 1997 film ""Scream 2"" as Debbie Salt / Mrs. Loomis.",True,1.0,1.0
66,67,hotpot,multi,Muslim Mahammad oglu Magomayev is the grandfther of what Soviet Azerbaijani singer who was dubbed the King of Songs?,"Muslim Mahammad oglu Magomayev is the grandfather of Soviet Azerbaijani singer Muslim Magomayev, who was dubbed the ""King of Songs"".",True,1.0,1.0
67,68,hotpot,multi,"Who has won the most Olympic medals for figure skating, Debi Thomas or Katarina Witt?","Katarina Witt has won the most Olympic medals for figure skating out of the two, with two Olympic gold medals. Debi Thomas won a bronze medal at the Olympics.",True,1.0,1.0
68,69,hotpot,multi,What English rock band with Guy Garvey did Joe Duddell work with?,"Joe Duddell has worked with the English rock band Elbow, which includes Guy Garvey as the lead singer and principal songwriter.",True,1.0,1.0
69,70,hotpot,multi,Do both Lee Tamahori and Robert Redford work as a director?,"Lee Tamahori is a New Zealand filmmaker known for directing films such as ""Once Were Warriors"", ""Die Another Day"", and ""xXx: State of the Union"". 

Robert Redford is an American actor, director, producer, businessman, environmentalist, and philanthropist. He is also the founder of the Sundance Film Festival. 

Therefore, both Lee Tamahori and Robert Redford work as directors.",True,1.0,1.0
70,71,hotpot,multi,In which event did Tyson Gay and Rodney Martin both represent the United States at the 2008 Beijing Olympics?,Tyson Gay and Rodney Martin represented the United States in the 4 x 100-metre relay at the 2008 Beijing Olympics.,False,0.2,0.5
71,72,hotpot,multi,When did the UVF Mid-Ulster Brigade conducted the attack The Miami Showband killings?,"The Miami Showband killings, also called the Miami Showband Massacre, was an attack by the UVF Mid-Ulster Brigade on July 31, 1975.",True,1.0,0.6666666667000001
72,73,hotpot,multi,"What was a series of battles during the Revolutionary War, for control of New York City and the state of New Jersey, fought on October 28, 1776 near White Plains, New York?","The Battle of White Plains was a battle in the New York and New Jersey campaign of the American Revolutionary War fought on October 28, 1776, near White Plains, New York.",False,1.0,1.0
73,74,hotpot,multi,"Which author is an economist, Czesław Miłosz or Bhabananda Deka?","Bhabananda Deka is acknowledged as the pioneer Assamese economist and author, who conducted research for the first time on the economy of the far eastern part of India. He authored 115 books encompassing economics, heritage, tribal studies, and ancient literature of Assam. 
Czesław Miłosz, on the other hand, was a Polish poet, prose writer, translator, and diplomat. He was awarded the Neustadt International Prize for Literature and the Nobel Prize in Literature. 
Therefore, Bhabananda Deka is an economist and author.",True,1.0,1.0
74,75,hotpot,multi,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,"Manchester United Football Club is based in Old Trafford, which is the area between the two old toll gates: Brook's Bar and Trafford Bar.",True,1.0,1.0
75,76,hotpot,multi,Are Northwestern University and Middlebury College both private schools?,"Yes, both Northwestern University and Middlebury College are private schools. Northwestern University is a private research university based in Evanston, Illinois, with other campuses located in Chicago and Doha, Qatar. Middlebury College is a private liberal arts college located in Middlebury, Vermont.",True,1.0,1.0
76,77,hotpot,multi,In which election did Norm Coleman won to become the last republican elected as of 2017?,"Norm Coleman was elected as a Republican Senator for Minnesota in the 2002 election. Coleman was previously a Democrat and an anti-war activist as a university student during the Vietnam War. He served as a U.S. Senator from 2003 until 2009, losing his 2008 reelection bid by 312 votes.",True,1.0,1.0
77,78,hotpot,multi,"Professional cyclist Sara Symington competed in which Olympic Games held in Sydeney, Australia?","Sara Symington represented Great Britain at the 2000 Summer Olympic Games held in Sydney, Australia.",False,1.0,1.0
78,79,hotpot,multi,"Which film is older, Monsters, Inc. or Earth?","The film Monsters, Inc. is older than Earth. Monsters, Inc. is a CGI-animated film that was released in 2001, while Earth is a nature documentary that was released in 2007.",True,1.0,1.0
79,80,hotpot,multi,What career titles do Ed Wood and Fernand Rivers share?,"Edward Davis Wood Jr. and Fernand Rivers were both filmmakers, directors, and screenwriters.",False,0.2,0.8333333333
80,81,hotpot,multi,What is the name of the so-called reform opera for Vienna that came before the one first performed in Vienna in the presence of Empress Maria Theresa?,"""Alceste"" and ""Orfeo ed Euridice"" are the names of Christoph Willibald Gluck's so-called reform operas for Vienna that came before ""Orpheus and Eurydice"", which was first performed in Vienna in the presence of Empress Maria Theresa.",True,0.4,0.6666666667000001
81,82,hotpot,multi,The primary jockey of Binocular was Champion Jockey how many consecutive times?,"Binocular's primary jockey, Tony McCoy, was Champion Jockey 20 times consecutively.",True,1.0,1.0
82,83,hotpot,multi,What book did the president and CEO of Tracinda Corporation buy?,"I was unable to find information on a book bought by the president and CEO of Tracinda Corporation. However, I can tell you that Kirk Kerkorian, the former president and CEO of Tracinda Corporation, was known for helping shape Las Vegas and was described as the ""father of the mega-resort"". He also purchased the Metro-Goldwyn-Mayer movie studio in 1969.",False,0.4,0.8
83,84,hotpot,multi,In what state is the manufacturer of Bisquick headquartered?,"Bisquick is a pre-mixed baking mix sold by General Mills, which is headquartered in Golden Valley, Minnesota.",True,1.0,1.0
84,85,hotpot,multi,"Is Baiyin or Xinghua, Jiangsu a county-level city?","Xinghua, Jiangsu is a county-level city under the administration of Taizhou, Jiangsu province, China. Baiyin, on the other hand, is a prefecture-level city in northeastern Gansu province, China.",True,1.0,0.625
85,86,hotpot,multi,Are Affenpinscher and Villanuco de Las Encartaciones both breeds of dog?,"Yes, Affenpinscher, also known as the Monkey Terrier, is a terrier-like toy breed of dog. The Villanuco de Las Encartaciones is a Spanish breed of dog typical of the region of Las Encartaciones (Biscay), Cantabria and northern Burgos (Spain).",True,1.0,1.0
86,87,hotpot,multi,"Which dog breed, the Schapendoes or the Bull Terrier, has its origins in a greater number of other dog breeds?","The Bull Terrier has origins in the now-extinct English White Terrier, the Dalmatian, the Bulldog, and possibly other Terrier breeds. The Schapendoes, or Dutch Sheepdog, is a breed of dog originating in the Netherlands, and was originally a herding dog and general farm dog. Therefore, the Bull Terrier has its origins in a greater number of other dog breeds.",True,0.6000000000000001,0.7777777778
87,88,hotpot,multi,What is the last name of the singer behind Southern Child?,"The singer behind Southern Child is Little Richard, whose last name is Penniman.",True,1.0,1.0
88,89,hotpot,multi,Who was born first Mahbub ul Haq or Ibn Arabi?,"Ibn Arabi was born on July 26, 1165, and Mahbub ul Haq was born on February 24, 1934. Therefore, Ibn Arabi was born before Mahbub ul Haq.",True,1.0,1.0
89,90,hotpot,multi,Agnes Body was the founding head of a state secondary school located on what road?,"Agnes Body was the founding head of Lincoln Christ's Hospital Girls' High School, which is located on Wragby Road in Lincoln, Lincolnshire, England.",True,0.8,0.5
90,91,hotpot,multi,Who created the series broadcast on the WB that Leigh-Allyn Baker had a recurring role on?,"Leigh-Allyn Baker had a recurring role on the series ""Charmed"", which was created by Constance M. Burge and produced by Aaron Spelling and his production company Spelling Television, with Brad Kern serving as showrunner.",True,1.0,1.0
91,92,hotpot,multi,"Which has more species, Aichryson or Polypodium?","Polypodium is a genus of 75-100 species of true ferns, widely distributed throughout the world, whereas Aichryson is a genus of about 15 species of succulent, subtropical plants, mostly native to the Canary Islands. Therefore, Polypodium has more species than Aichryson.",True,1.0,1.0
92,93,hotpot,multi,Which party dominated the last three elections of the state in which Arataca is a municipality?,Arataca is a municipality in the state of Bahia in Brazil. The last three elections in Bahia have been dominated by the Workers' Party.,True,1.0,1.0
93,94,hotpot,multi,"Which English actor, comedian and singer is featured in Chalk and Cheese?","Michael Crawford, an English actor, comedian, and singer, was featured in the sitcom television show ""Chalk and Cheese"".",False,1.0,1.0
94,95,hotpot,multi,St. John of the Cross Episcopal Church has a rectory that was in a style that was a product of what earlier style?,"The St. John of the Cross Episcopal Church has a rectory that was built in the Greek Revival style, which was an architectural movement of the late 18th and early 19th centuries, predominantly in Northern Europe and the United States.",False,1.0,1.0
95,96,hotpot,multi,Who was one of the stars who played the two oldest children in a TV series which had a 2010 movie based on it?,"Michael Seater and Ashley Leggat played the two oldest children in the TV series ""Life with Derek"", which had a 2010 movie based on it called ""Vacation with Derek"".",True,1.0,1.0
96,97,hotpot,multi,2002–03 Inter Milan season was marked by the arrival of what retired Argentine footballer?,"The 2002-03 Inter Milan season was marked by the arrival of Hernán Crespo, a retired Argentine footballer.",True,1.0,1.0
97,98,hotpot,multi,What are both Camel Up and Outrage!?,"Camel Up is a board game designed for two to eight players. Players place bets on a camel race in the desert, and the player who wins the most money is the winner of the game. Outrage! is also a board game, created in 1992 by Imperial Games. It is ""the official Tower of London board game"", where players move about the board, which depicts the Tower of London, and attempt to steal the British Crown Jewels. Outrage! is also the name of a Japanese yakuza film directed by Takeshi Kitano, which was released in 2017.",True,0.4,0.75
98,99,hotpot,multi,"In which European language is ""Olympischerer"" an adjective?","""Olympischerer"" is an adjective in the German language.",True,0.0,0.0
99,100,hotpot,multi,Mutton Lane Cemetery is located in a town 13 mi north of where?,"Mutton Lane Cemetery, officially known as St Mary's Cemetery, is located in Potters Bar, Hertfordshire, England. Potters Bar is a town located 13 miles north of London.",True,1.0,1.0
100,101,hotpot,multi,"Which was founded first, Dain Rauscher Wessels or Berenberg Bank?","Dain Rauscher Wessels was a brokerage and investment banking firm based in Minneapolis, Minnesota. The firm traced its origins back to several smaller regional securities firms founded in the 1920s and 1930s.

Berenberg Bank, on the other hand, was founded in 1590 by the Belgian-originated Berenberg family. 

Therefore, Berenberg Bank was founded first.",False,1.0,1.0
101,102,hotpot,multi,What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?,The R-8 Human Rhythm Composer is a drum machine that was introduced in 1989 and allowed 32 notes to be played simultaneously.,True,1.0,1.0
102,103,hotpot,multi,Which as more species Cassiope or Deutzia?,"Deutzia is a genus of about 60 species of flowering plants, whereas Cassiope is a genus of 9-12 small shrubby species. Therefore, Deutzia has more species than Cassiope.",True,1.0,1.0
103,104,hotpot,multi,What club does the footballer who surpassed David Beckham for the appearance record play for?,Wayne Rooney surpassed David Beckham's appearance record and currently plays for Everton.,True,1.0,1.0
